objectid,event_year,event_month,event_dow,event_type
266238,2023,March,Thursday,Overdose
266239,2023,March,Thursday,Person in Crisis
266240,2023,March,Thursday,Person in Crisis
266241,2023,March,Thursday,Overdose
266242,2023,March,Thursday,Person in Crisis
266243,2023,March,Thursday,Suicide-related
266244,2023,March,Thursday,Overdose
266245,2023,March,Thursday,Overdose
266246,2023,March,Thursday,Person in Crisis
266247,2023,March,Thursday,Person in Crisis
266248,2023,March,Thursday,Person in Crisis
266249,2023,March,Thursday,Person in Crisis
266250,2023,March,Thursday,Person in Crisis
266251,2023,March,Thursday,Person in Crisis
266252,2023,March,Thursday,Person in Crisis
266253,2023,March,Thursday,Person in Crisis
266254,2023,March,Thursday,Suicide-related
266255,2023,March,Thursday,Person in Crisis
266256,2023,March,Thursday,Suicide-related
266257,2023,March,Thursday,Overdose
266258,2023,March,Thursday,Suicide-related
266259,2023,March,Thursday,Suicide-related
266260,2023,March,Thursday,Person in Crisis
266261,2023,March,Thursday,Person in Crisis
266262,2023,March,Thursday,Suicide-related
266263,2023,March,Thursday,Person in Crisis
266264,2023,March,Thursday,Person in Crisis
266265,2023,March,Thursday,Person in Crisis
266266,2023,March,Thursday,Person in Crisis
266267,2023,March,Thursday,Person in Crisis
266268,2023,March,Thursday,Suicide-related
266269,2023,March,Thursday,Person in Crisis
266270,2023,March,Thursday,Person in Crisis
266271,2023,March,Thursday,Person in Crisis
266272,2023,March,Thursday,Person in Crisis
266273,2023,March,Thursday,Person in Crisis
266274,2023,March,Thursday,Person in Crisis
266275,2023,March,Thursday,Person in Crisis
266276,2023,March,Thursday,Suicide-related
266277,2023,March,Thursday,Person in Crisis
266278,2023,March,Thursday,Person in Crisis
266279,2023,March,Thursday,Overdose
266280,2023,March,Thursday,Person in Crisis
266281,2023,March,Thursday,Person in Crisis
266282,2023,March,Thursday,Suicide-related
266283,2023,March,Thursday,Suicide-related
266284,2023,March,Thursday,Suicide-related
266285,2023,March,Thursday,Suicide-related
266286,2023,March,Thursday,Person in Crisis
266287,2023,March,Thursday,Person in Crisis
266288,2023,March,Thursday,Person in Crisis
266289,2023,March,Thursday,Person in Crisis
266290,2023,March,Thursday,Person in Crisis
266291,2023,March,Thursday,Suicide-related
266292,2023,March,Thursday,Suicide-related
266293,2023,March,Thursday,Person in Crisis
266294,2023,March,Thursday,Person in Crisis
266295,2023,March,Thursday,Suicide-related
266296,2023,March,Thursday,Suicide-related
266297,2023,March,Thursday,Person in Crisis
266298,2023,March,Thursday,Person in Crisis
266299,2023,March,Thursday,Suicide-related
266300,2023,March,Thursday,Suicide-related
266301,2023,March,Thursday,Suicide-related
266302,2023,March,Thursday,Person in Crisis
266303,2023,March,Thursday,Overdose
266304,2023,March,Thursday,Person in Crisis
266305,2023,March,Thursday,Suicide-related
266306,2023,March,Thursday,Overdose
266307,2023,March,Thursday,Overdose
266308,2023,March,Thursday,Person in Crisis
266309,2023,March,Thursday,Suicide-related
266310,2023,March,Thursday,Suicide-related
266311,2023,March,Thursday,Person in Crisis
266312,2023,March,Thursday,Person in Crisis
266313,2023,March,Thursday,Suicide-related
266314,2023,March,Thursday,Suicide-related
266315,2023,March,Thursday,Person in Crisis
266316,2023,March,Thursday,Suicide-related
266317,2023,March,Thursday,Suicide-related
266318,2023,March,Thursday,Person in Crisis
266319,2023,March,Thursday,Overdose
266320,2023,March,Thursday,Suicide-related
266321,2023,March,Thursday,Suicide-related
266322,2023,March,Friday,Person in Crisis
266323,2023,March,Friday,Suicide-related
266324,2023,March,Friday,Person in Crisis
266325,2023,March,Friday,Suicide-related
266326,2023,March,Friday,Overdose
266327,2023,March,Friday,Suicide-related
266328,2023,March,Friday,Person in Crisis
266329,2023,March,Friday,Suicide-related
266330,2023,March,Friday,Person in Crisis
266331,2023,March,Friday,Person in Crisis
266332,2023,March,Friday,Person in Crisis
266333,2023,March,Friday,Person in Crisis
266334,2023,March,Friday,Person in Crisis
266335,2023,March,Friday,Person in Crisis
266336,2023,March,Friday,Suicide-related
266337,2023,March,Friday,Suicide-related
266338,2023,March,Friday,Person in Crisis
266339,2023,March,Friday,Person in Crisis
266340,2023,March,Friday,Person in Crisis
266341,2023,March,Friday,Person in Crisis
266342,2023,March,Friday,Overdose
266343,2023,March,Friday,Person in Crisis
266344,2023,March,Friday,Suicide-related
266345,2023,March,Friday,Suicide-related
266346,2023,March,Friday,Suicide-related
266347,2023,March,Friday,Suicide-related
266348,2023,March,Friday,Suicide-related
266349,2023,March,Friday,Person in Crisis
266350,2023,March,Friday,Overdose
266351,2023,March,Friday,Person in Crisis
266352,2023,March,Friday,Suicide-related
266353,2023,March,Friday,Person in Crisis
266354,2023,March,Friday,Person in Crisis
266355,2023,March,Friday,Person in Crisis
266356,2023,March,Friday,Person in Crisis
266357,2023,March,Friday,Person in Crisis
266358,2023,March,Friday,Person in Crisis
266359,2023,March,Friday,Suicide-related
266360,2023,March,Friday,Person in Crisis
266361,2023,March,Friday,Person in Crisis
266362,2023,March,Friday,Person in Crisis
266363,2023,March,Friday,Suicide-related
266364,2023,March,Friday,Person in Crisis
266365,2023,March,Friday,Suicide-related
266366,2023,March,Friday,Person in Crisis
266367,2023,March,Friday,Suicide-related
266368,2023,March,Friday,Person in Crisis
266369,2023,March,Friday,Person in Crisis
266370,2023,March,Friday,Person in Crisis
266371,2023,March,Friday,Overdose
266372,2023,March,Friday,Person in Crisis
266373,2023,March,Friday,Suicide-related
266374,2023,March,Friday,Suicide-related
266375,2023,March,Friday,Suicide-related
266376,2023,March,Friday,Person in Crisis
266377,2023,March,Friday,Person in Crisis
266378,2023,March,Friday,Person in Crisis
266379,2023,March,Friday,Person in Crisis
266380,2023,March,Friday,Person in Crisis
266381,2023,March,Friday,Person in Crisis
266382,2023,March,Friday,Person in Crisis
266383,2023,March,Friday,Person in Crisis
266384,2023,March,Friday,Suicide-related
266385,2023,March,Friday,Suicide-related
266386,2023,March,Friday,Suicide-related
266387,2023,March,Friday,Person in Crisis
266388,2023,March,Friday,Person in Crisis
266389,2023,March,Friday,Person in Crisis
266390,2023,March,Friday,Person in Crisis
266391,2023,March,Friday,Person in Crisis
266392,2023,March,Friday,Suicide-related
266393,2023,March,Friday,Overdose
266394,2023,March,Friday,Person in Crisis
266395,2023,March,Friday,Person in Crisis
266396,2023,March,Friday,Suicide-related
266397,2023,March,Friday,Person in Crisis
266398,2023,March,Friday,Person in Crisis
266399,2023,March,Friday,Person in Crisis
266400,2023,March,Saturday,Suicide-related
266401,2023,March,Saturday,Person in Crisis
266402,2023,March,Saturday,Overdose
266403,2023,March,Saturday,Suicide-related
266404,2023,March,Saturday,Suicide-related
266405,2023,March,Saturday,Person in Crisis
266406,2023,March,Saturday,Person in Crisis
266407,2023,March,Saturday,Person in Crisis
266408,2023,March,Saturday,Person in Crisis
266409,2023,March,Saturday,Person in Crisis
266410,2023,March,Saturday,Person in Crisis
266411,2023,March,Saturday,Suicide-related
266412,2023,March,Saturday,Suicide-related
266413,2023,March,Saturday,Person in Crisis
266414,2023,March,Saturday,Person in Crisis
266415,2023,March,Saturday,Person in Crisis
266416,2023,March,Saturday,Overdose
266417,2023,March,Saturday,Person in Crisis
266418,2023,March,Saturday,Suicide-related
266419,2023,March,Saturday,Person in Crisis
266420,2023,March,Saturday,Suicide-related
266421,2023,March,Saturday,Overdose
266422,2023,March,Saturday,Person in Crisis
266423,2023,March,Saturday,Suicide-related
266424,2023,March,Saturday,Suicide-related
266425,2023,March,Saturday,Person in Crisis
266426,2023,March,Saturday,Person in Crisis
266427,2023,March,Saturday,Person in Crisis
266428,2023,March,Saturday,Person in Crisis
266429,2023,March,Saturday,Suicide-related
266430,2023,March,Saturday,Overdose
266431,2023,March,Saturday,Person in Crisis
266432,2023,March,Saturday,Person in Crisis
266433,2023,March,Saturday,Person in Crisis
266434,2023,March,Saturday,Suicide-related
266435,2023,March,Saturday,Person in Crisis
266436,2023,March,Saturday,Suicide-related
266437,2023,March,Saturday,Suicide-related
266438,2023,March,Saturday,Person in Crisis
266439,2023,March,Saturday,Person in Crisis
266440,2023,March,Saturday,Suicide-related
266441,2023,March,Saturday,Person in Crisis
266442,2023,March,Saturday,Overdose
266443,2023,March,Saturday,Person in Crisis
266444,2023,March,Saturday,Person in Crisis
266445,2023,March,Saturday,Suicide-related
266446,2023,March,Saturday,Person in Crisis
266447,2023,March,Saturday,Suicide-related
266448,2023,March,Saturday,Overdose
266449,2023,March,Saturday,Suicide-related
266450,2023,March,Saturday,Overdose
266451,2023,March,Saturday,Overdose
266452,2023,March,Saturday,Suicide-related
266453,2023,March,Saturday,Person in Crisis
266454,2023,March,Saturday,Overdose
266455,2023,March,Saturday,Person in Crisis
266456,2023,March,Saturday,Overdose
266457,2023,March,Saturday,Person in Crisis
266458,2023,March,Saturday,Person in Crisis
266459,2023,March,Saturday,Overdose
266460,2023,March,Saturday,Person in Crisis
266461,2023,March,Saturday,Person in Crisis
266462,2023,March,Saturday,Person in Crisis
266463,2023,March,Saturday,Suicide-related
266464,2023,March,Saturday,Suicide-related
266465,2023,March,Saturday,Suicide-related
266466,2023,March,Saturday,Person in Crisis
266467,2023,March,Saturday,Person in Crisis
266468,2023,March,Saturday,Person in Crisis
266469,2023,March,Sunday,Person in Crisis
266470,2023,March,Sunday,Suicide-related
266471,2023,March,Sunday,Person in Crisis
266472,2023,March,Sunday,Person in Crisis
266473,2023,March,Sunday,Person in Crisis
266474,2023,March,Sunday,Person in Crisis
266475,2023,March,Sunday,Suicide-related
266476,2023,March,Sunday,Person in Crisis
266477,2023,March,Sunday,Suicide-related
266478,2023,March,Sunday,Overdose
266479,2023,March,Sunday,Overdose
266480,2023,March,Sunday,Suicide-related
266481,2023,March,Sunday,Suicide-related
266482,2023,March,Sunday,Overdose
266483,2023,March,Sunday,Overdose
266484,2023,March,Sunday,Suicide-related
266485,2023,March,Sunday,Person in Crisis
266486,2023,March,Sunday,Suicide-related
266487,2023,March,Sunday,Person in Crisis
266488,2023,March,Sunday,Person in Crisis
266489,2023,March,Sunday,Person in Crisis
266490,2023,March,Sunday,Person in Crisis
266491,2023,March,Sunday,Person in Crisis
266492,2023,March,Sunday,Suicide-related
266493,2023,March,Sunday,Suicide-related
266494,2023,March,Sunday,Person in Crisis
266495,2023,March,Sunday,Suicide-related
266496,2023,March,Sunday,Person in Crisis
266497,2023,March,Sunday,Suicide-related
266498,2023,March,Sunday,Person in Crisis
266499,2023,March,Sunday,Suicide-related
266500,2023,March,Sunday,Overdose
266501,2023,March,Sunday,Suicide-related
266502,2023,March,Sunday,Person in Crisis
266503,2023,March,Sunday,Person in Crisis
266504,2023,March,Sunday,Suicide-related
266505,2023,March,Sunday,Suicide-related
266506,2023,March,Sunday,Overdose
266507,2023,March,Sunday,Suicide-related
266508,2023,March,Sunday,Suicide-related
266509,2023,March,Sunday,Suicide-related
266510,2023,March,Sunday,Suicide-related
266511,2023,March,Sunday,Suicide-related
266512,2023,March,Sunday,Person in Crisis
266513,2023,March,Sunday,Suicide-related
266514,2023,March,Sunday,Person in Crisis
266515,2023,March,Sunday,Suicide-related
266516,2023,March,Sunday,Person in Crisis
266517,2023,March,Sunday,Suicide-related
266518,2023,March,Sunday,Person in Crisis
266519,2023,March,Sunday,Overdose
266520,2023,March,Sunday,Suicide-related
266521,2023,March,Sunday,Person in Crisis
266522,2023,March,Sunday,Suicide-related
266523,2023,March,Sunday,Person in Crisis
266524,2023,March,Sunday,Suicide-related
266525,2023,March,Sunday,Suicide-related
266526,2023,March,Sunday,Person in Crisis
266527,2023,March,Sunday,Person in Crisis
266528,2023,March,Sunday,Suicide-related
266529,2023,March,Sunday,Person in Crisis
266530,2023,March,Sunday,Person in Crisis
266531,2023,March,Sunday,Person in Crisis
266532,2023,March,Sunday,Person in Crisis
266533,2023,March,Sunday,Suicide-related
266534,2023,March,Sunday,Person in Crisis
266535,2023,March,Sunday,Person in Crisis
266536,2023,March,Sunday,Suicide-related
266537,2023,March,Sunday,Overdose
266538,2023,March,Sunday,Suicide-related
266539,2023,March,Sunday,Person in Crisis
266540,2023,March,Sunday,Person in Crisis
266541,2023,March,Sunday,Suicide-related
266542,2023,March,Sunday,Person in Crisis
266543,2023,March,Sunday,Suicide-related
266544,2023,March,Sunday,Person in Crisis
266545,2023,March,Sunday,Person in Crisis
266546,2023,March,Sunday,Suicide-related
266547,2023,March,Sunday,Overdose
266548,2023,March,Sunday,Person in Crisis
266549,2023,March,Sunday,Suicide-related
266550,2023,March,Sunday,Suicide-related
266551,2023,March,Monday,Suicide-related
266552,2023,March,Monday,Person in Crisis
266553,2023,March,Monday,Suicide-related
266554,2023,March,Monday,Suicide-related
266555,2023,March,Monday,Person in Crisis
266556,2023,March,Monday,Person in Crisis
266557,2023,March,Monday,Suicide-related
266558,2023,March,Monday,Person in Crisis
266559,2023,March,Monday,Suicide-related
266560,2023,March,Monday,Person in Crisis
266561,2023,March,Monday,Overdose
266562,2023,March,Monday,Person in Crisis
266563,2023,March,Monday,Suicide-related
266564,2023,March,Monday,Person in Crisis
266565,2023,March,Monday,Suicide-related
266566,2023,March,Monday,Person in Crisis
266567,2023,March,Monday,Suicide-related
266568,2023,March,Monday,Person in Crisis
266569,2023,March,Monday,Person in Crisis
266570,2023,March,Monday,Person in Crisis
266571,2023,March,Monday,Person in Crisis
266572,2023,March,Monday,Overdose
266573,2023,March,Monday,Person in Crisis
266574,2023,March,Monday,Person in Crisis
266575,2023,March,Monday,Suicide-related
266576,2023,March,Monday,Person in Crisis
266577,2023,March,Monday,Person in Crisis
266578,2023,March,Monday,Person in Crisis
266579,2023,March,Monday,Suicide-related
266580,2023,March,Monday,Person in Crisis
266581,2023,March,Monday,Person in Crisis
266582,2023,March,Monday,Suicide-related
266583,2023,March,Monday,Person in Crisis
266584,2023,March,Monday,Overdose
266585,2023,March,Monday,Person in Crisis
266586,2023,March,Monday,Person in Crisis
266587,2023,March,Monday,Person in Crisis
266588,2023,March,Monday,Suicide-related
266589,2023,March,Monday,Person in Crisis
266590,2023,March,Monday,Person in Crisis
266591,2023,March,Monday,Suicide-related
266592,2023,March,Monday,Overdose
266593,2023,March,Monday,Person in Crisis
266594,2023,March,Monday,Person in Crisis
266595,2023,March,Monday,Person in Crisis
266596,2023,March,Monday,Suicide-related
266597,2023,March,Monday,Person in Crisis
266598,2023,March,Monday,Person in Crisis
266599,2023,March,Monday,Suicide-related
266600,2023,March,Monday,Suicide-related
266601,2023,March,Monday,Person in Crisis
266602,2023,March,Monday,Suicide-related
266603,2023,March,Monday,Overdose
266604,2023,March,Monday,Suicide-related
266605,2023,March,Monday,Person in Crisis
266606,2023,March,Monday,Person in Crisis
266607,2023,March,Monday,Overdose
266608,2023,March,Monday,Person in Crisis
266609,2023,March,Monday,Person in Crisis
266610,2023,March,Monday,Person in Crisis
266611,2023,March,Monday,Person in Crisis
266612,2023,March,Monday,Overdose
266613,2023,March,Monday,Suicide-related
266614,2023,March,Monday,Person in Crisis
266615,2023,March,Monday,Person in Crisis
266616,2023,March,Monday,Suicide-related
266617,2023,March,Monday,Suicide-related
266618,2023,March,Monday,Person in Crisis
266619,2023,March,Monday,Suicide-related
266620,2023,March,Monday,Suicide-related
266621,2023,March,Monday,Person in Crisis
266622,2023,March,Monday,Suicide-related
266623,2023,March,Monday,Overdose
266624,2023,March,Monday,Suicide-related
266625,2023,March,Monday,Overdose
266626,2023,March,Monday,Overdose
266627,2023,March,Monday,Suicide-related
266628,2023,March,Monday,Suicide-related
266629,2023,March,Monday,Suicide-related
266630,2023,March,Monday,Suicide-related
266631,2023,March,Monday,Person in Crisis
266632,2023,March,Monday,Suicide-related
266633,2023,March,Monday,Suicide-related
266634,2023,March,Monday,Suicide-related
266635,2023,March,Monday,Suicide-related
266636,2023,March,Monday,Suicide-related
266637,2023,March,Monday,Person in Crisis
266638,2023,March,Tuesday,Suicide-related
266639,2023,March,Tuesday,Overdose
266640,2023,March,Tuesday,Suicide-related
266641,2023,March,Tuesday,Overdose
266642,2023,March,Tuesday,Person in Crisis
266643,2023,March,Tuesday,Person in Crisis
266644,2023,March,Tuesday,Suicide-related
266645,2023,March,Tuesday,Overdose
266646,2023,March,Tuesday,Suicide-related
266647,2023,March,Tuesday,Person in Crisis
266648,2023,March,Tuesday,Suicide-related
266649,2023,March,Tuesday,Suicide-related
266650,2023,March,Tuesday,Person in Crisis
266651,2023,March,Tuesday,Suicide-related
266652,2023,March,Tuesday,Person in Crisis
266653,2023,March,Tuesday,Suicide-related
266654,2023,March,Tuesday,Person in Crisis
266655,2023,March,Tuesday,Suicide-related
266656,2023,March,Tuesday,Suicide-related
266657,2023,March,Tuesday,Overdose
266658,2023,March,Tuesday,Suicide-related
266659,2023,March,Tuesday,Overdose
266660,2023,March,Tuesday,Person in Crisis
266661,2023,March,Tuesday,Suicide-related
266662,2023,March,Tuesday,Suicide-related
266663,2023,March,Tuesday,Person in Crisis
266664,2023,March,Tuesday,Person in Crisis
266665,2023,March,Tuesday,Person in Crisis
266666,2023,March,Tuesday,Person in Crisis
266667,2023,March,Tuesday,Person in Crisis
266668,2023,March,Tuesday,Person in Crisis
266669,2023,March,Tuesday,Suicide-related
266670,2023,March,Tuesday,Person in Crisis
266671,2023,March,Tuesday,Suicide-related
266672,2023,March,Tuesday,Person in Crisis
266673,2023,March,Tuesday,Person in Crisis
266674,2023,March,Tuesday,Suicide-related
266675,2023,March,Tuesday,Suicide-related
266676,2023,March,Tuesday,Suicide-related
266677,2023,March,Tuesday,Suicide-related
266678,2023,March,Tuesday,Person in Crisis
266679,2023,March,Tuesday,Person in Crisis
266680,2023,March,Tuesday,Overdose
266681,2023,March,Tuesday,Person in Crisis
266682,2023,March,Tuesday,Person in Crisis
266683,2023,March,Tuesday,Person in Crisis
266684,2023,March,Tuesday,Person in Crisis
266685,2023,March,Tuesday,Person in Crisis
266686,2023,March,Tuesday,Person in Crisis
266687,2023,March,Tuesday,Suicide-related
266688,2023,March,Tuesday,Overdose
266689,2023,March,Tuesday,Person in Crisis
266690,2023,March,Tuesday,Suicide-related
266691,2023,March,Tuesday,Person in Crisis
266692,2023,March,Tuesday,Suicide-related
266693,2023,March,Tuesday,Suicide-related
266694,2023,March,Tuesday,Person in Crisis
266695,2023,March,Tuesday,Person in Crisis
266696,2023,March,Tuesday,Person in Crisis
266697,2023,March,Tuesday,Person in Crisis
266698,2023,March,Tuesday,Suicide-related
266699,2023,March,Tuesday,Person in Crisis
266700,2023,March,Tuesday,Suicide-related
266701,2023,March,Tuesday,Suicide-related
266702,2023,March,Tuesday,Suicide-related
266703,2023,March,Tuesday,Person in Crisis
266704,2023,March,Tuesday,Person in Crisis
266705,2023,March,Tuesday,Overdose
266706,2023,March,Tuesday,Suicide-related
266707,2023,March,Tuesday,Person in Crisis
266708,2023,March,Tuesday,Person in Crisis
266709,2023,March,Tuesday,Person in Crisis
266710,2023,March,Tuesday,Person in Crisis
266711,2023,March,Tuesday,Overdose
266712,2023,March,Tuesday,Person in Crisis
266713,2023,March,Tuesday,Person in Crisis
266714,2023,March,Tuesday,Suicide-related
266715,2023,March,Tuesday,Suicide-related
266716,2023,March,Tuesday,Suicide-related
266717,2023,March,Wednesday,Overdose
266718,2023,March,Wednesday,Person in Crisis
266719,2023,March,Wednesday,Person in Crisis
266720,2023,March,Wednesday,Person in Crisis
266721,2023,March,Wednesday,Suicide-related
266722,2023,March,Wednesday,Person in Crisis
266723,2023,March,Wednesday,Person in Crisis
266724,2023,March,Wednesday,Person in Crisis
266725,2023,March,Wednesday,Overdose
266726,2023,March,Wednesday,Person in Crisis
266727,2023,March,Wednesday,Person in Crisis
266728,2023,March,Wednesday,Person in Crisis
266729,2023,March,Wednesday,Person in Crisis
266730,2023,March,Wednesday,Suicide-related
266731,2023,March,Wednesday,Overdose
266732,2023,March,Wednesday,Overdose
266733,2023,March,Wednesday,Person in Crisis
266734,2023,March,Wednesday,Person in Crisis
266735,2023,March,Wednesday,Person in Crisis
266736,2023,March,Wednesday,Person in Crisis
266737,2023,March,Wednesday,Person in Crisis
266738,2023,March,Wednesday,Person in Crisis
266739,2023,March,Wednesday,Overdose
266740,2023,March,Wednesday,Person in Crisis
266741,2023,March,Wednesday,Person in Crisis
266742,2023,March,Wednesday,Suicide-related
266743,2023,March,Wednesday,Overdose
266744,2023,March,Wednesday,Person in Crisis
266745,2023,March,Wednesday,Person in Crisis
266746,2023,March,Wednesday,Person in Crisis
266747,2023,March,Wednesday,Person in Crisis
266748,2023,March,Wednesday,Overdose
266749,2023,March,Wednesday,Overdose
266750,2023,March,Wednesday,Suicide-related
266751,2023,March,Wednesday,Suicide-related
266752,2023,March,Wednesday,Person in Crisis
266753,2023,March,Wednesday,Person in Crisis
266754,2023,March,Wednesday,Person in Crisis
266755,2023,March,Wednesday,Overdose
266756,2023,March,Wednesday,Person in Crisis
266757,2023,March,Wednesday,Person in Crisis
266758,2023,March,Wednesday,Suicide-related
266759,2023,March,Wednesday,Suicide-related
266760,2023,March,Wednesday,Suicide-related
266761,2023,March,Wednesday,Suicide-related
266762,2023,March,Wednesday,Person in Crisis
266763,2023,March,Wednesday,Suicide-related
266764,2023,March,Wednesday,Suicide-related
266765,2023,March,Wednesday,Suicide-related
266766,2023,March,Wednesday,Person in Crisis
266767,2023,March,Wednesday,Person in Crisis
266768,2023,March,Wednesday,Suicide-related
266769,2023,March,Wednesday,Overdose
266770,2023,March,Wednesday,Person in Crisis
266771,2023,March,Wednesday,Overdose
266772,2023,March,Wednesday,Person in Crisis
266773,2023,March,Wednesday,Person in Crisis
266774,2023,March,Wednesday,Person in Crisis
266775,2023,March,Wednesday,Person in Crisis
266776,2023,March,Wednesday,Suicide-related
266777,2023,March,Wednesday,Person in Crisis
266778,2023,March,Wednesday,Suicide-related
266779,2023,March,Wednesday,Suicide-related
266780,2023,March,Wednesday,Suicide-related
266781,2023,March,Wednesday,Person in Crisis
266782,2023,March,Wednesday,Person in Crisis
266783,2023,March,Wednesday,Person in Crisis
266784,2023,March,Wednesday,Suicide-related
266785,2023,March,Wednesday,Suicide-related
266786,2023,March,Wednesday,Suicide-related
266787,2023,March,Wednesday,Person in Crisis
266788,2023,March,Wednesday,Person in Crisis
266789,2023,March,Wednesday,Person in Crisis
266790,2023,March,Wednesday,Suicide-related
266791,2023,March,Wednesday,Suicide-related
266792,2023,March,Wednesday,Person in Crisis
266793,2023,March,Wednesday,Suicide-related
266794,2023,March,Wednesday,Person in Crisis
266795,2023,March,Wednesday,Person in Crisis
266796,2023,March,Wednesday,Person in Crisis
266797,2023,March,Wednesday,Person in Crisis
266798,2023,March,Wednesday,Person in Crisis
266799,2023,March,Wednesday,Suicide-related
266800,2023,March,Wednesday,Person in Crisis
266801,2023,March,Wednesday,Overdose
266802,2023,March,Wednesday,Suicide-related
266803,2023,March,Wednesday,Suicide-related
266804,2023,March,Wednesday,Overdose
266805,2023,March,Wednesday,Person in Crisis
266806,2023,March,Wednesday,Person in Crisis
266807,2023,March,Wednesday,Person in Crisis
266808,2023,March,Wednesday,Person in Crisis
266809,2023,March,Wednesday,Person in Crisis
266810,2023,March,Wednesday,Suicide-related
266811,2023,March,Thursday,Person in Crisis
266812,2023,March,Thursday,Overdose
266813,2023,March,Thursday,Person in Crisis
266814,2023,March,Thursday,Suicide-related
266815,2023,March,Thursday,Person in Crisis
266816,2023,March,Thursday,Person in Crisis
266817,2023,March,Thursday,Person in Crisis
266818,2023,March,Thursday,Person in Crisis
266819,2023,March,Thursday,Person in Crisis
266820,2023,March,Thursday,Person in Crisis
266821,2023,March,Thursday,Overdose
266822,2023,March,Thursday,Person in Crisis
266823,2023,March,Thursday,Suicide-related
266824,2023,March,Thursday,Person in Crisis
266825,2023,March,Thursday,Person in Crisis
266826,2023,March,Thursday,Person in Crisis
266827,2023,March,Thursday,Suicide-related
266828,2023,March,Thursday,Suicide-related
266829,2023,March,Thursday,Overdose
266830,2023,March,Thursday,Person in Crisis
266831,2023,March,Thursday,Person in Crisis
266832,2023,March,Thursday,Overdose
266833,2023,March,Thursday,Suicide-related
266834,2023,March,Thursday,Person in Crisis
266835,2023,March,Thursday,Person in Crisis
266836,2023,March,Thursday,Overdose
266837,2023,March,Thursday,Suicide-related
266838,2023,March,Thursday,Person in Crisis
266839,2023,March,Thursday,Suicide-related
266840,2023,March,Thursday,Person in Crisis
266841,2023,March,Thursday,Suicide-related
266842,2023,March,Thursday,Overdose
266843,2023,March,Thursday,Person in Crisis
266844,2023,March,Thursday,Suicide-related
266845,2023,March,Thursday,Person in Crisis
266846,2023,March,Thursday,Suicide-related
266847,2023,March,Thursday,Suicide-related
266848,2023,March,Thursday,Suicide-related
266849,2023,March,Thursday,Suicide-related
266850,2023,March,Thursday,Person in Crisis
266851,2023,March,Thursday,Suicide-related
266852,2023,March,Thursday,Person in Crisis
266853,2023,March,Thursday,Overdose
266854,2023,March,Thursday,Person in Crisis
266855,2023,March,Thursday,Suicide-related
266856,2023,March,Thursday,Suicide-related
266857,2023,March,Thursday,Overdose
266858,2023,March,Thursday,Suicide-related
266859,2023,March,Thursday,Person in Crisis
266860,2023,March,Thursday,Person in Crisis
266861,2023,March,Thursday,Person in Crisis
266862,2023,March,Thursday,Person in Crisis
266863,2023,March,Thursday,Person in Crisis
266864,2023,March,Thursday,Overdose
266865,2023,March,Thursday,Person in Crisis
266866,2023,March,Thursday,Person in Crisis
266867,2023,March,Thursday,Person in Crisis
266868,2023,March,Thursday,Person in Crisis
266869,2023,March,Thursday,Person in Crisis
266870,2023,March,Thursday,Suicide-related
266871,2023,March,Thursday,Person in Crisis
266872,2023,March,Thursday,Person in Crisis
266873,2023,March,Thursday,Suicide-related
266874,2023,March,Thursday,Suicide-related
266875,2023,March,Thursday,Person in Crisis
266876,2023,March,Thursday,Person in Crisis
266877,2023,March,Thursday,Suicide-related
266878,2023,March,Thursday,Person in Crisis
266879,2023,March,Thursday,Suicide-related
266880,2023,March,Thursday,Suicide-related
266881,2023,March,Thursday,Suicide-related
266882,2023,March,Thursday,Overdose
266883,2023,March,Thursday,Person in Crisis
266884,2023,March,Thursday,Person in Crisis
266885,2023,March,Thursday,Suicide-related
266886,2023,March,Thursday,Suicide-related
266887,2023,March,Thursday,Person in Crisis
266888,2023,March,Thursday,Person in Crisis
266889,2023,March,Thursday,Person in Crisis
266890,2023,March,Thursday,Suicide-related
266891,2023,March,Thursday,Person in Crisis
266892,2023,March,Thursday,Suicide-related
266893,2023,March,Thursday,Suicide-related
266894,2023,March,Thursday,Person in Crisis
266895,2023,March,Thursday,Person in Crisis
266896,2023,March,Thursday,Person in Crisis
266897,2023,March,Thursday,Suicide-related
266898,2023,March,Thursday,Person in Crisis
266899,2023,March,Thursday,Person in Crisis
266900,2023,March,Thursday,Person in Crisis
266901,2023,March,Thursday,Person in Crisis
266902,2023,March,Thursday,Person in Crisis
266903,2023,March,Thursday,Person in Crisis
266904,2023,March,Friday,Overdose
266905,2023,March,Friday,Overdose
266906,2023,March,Friday,Person in Crisis
266907,2023,March,Friday,Suicide-related
266908,2023,March,Friday,Person in Crisis
266909,2023,March,Friday,Suicide-related
266910,2023,March,Friday,Person in Crisis
266911,2023,March,Friday,Person in Crisis
266912,2023,March,Friday,Person in Crisis
266913,2023,March,Friday,Person in Crisis
266914,2023,March,Friday,Overdose
266915,2023,March,Friday,Person in Crisis
266916,2023,March,Friday,Person in Crisis
266917,2023,March,Friday,Suicide-related
266918,2023,March,Friday,Person in Crisis
266919,2023,March,Friday,Suicide-related
266920,2023,March,Friday,Person in Crisis
266921,2023,March,Friday,Suicide-related
266922,2023,March,Friday,Person in Crisis
266923,2023,March,Friday,Suicide-related
266924,2023,March,Friday,Person in Crisis
266925,2023,March,Friday,Person in Crisis
266926,2023,March,Friday,Person in Crisis
