objectid,event_year,event_month,event_dow,event_type
5124,2014,April,Wednesday,Person in Crisis
5125,2014,April,Wednesday,Person in Crisis
5126,2014,April,Wednesday,Suicide-related
5127,2014,April,Wednesday,Overdose
5128,2014,April,Wednesday,Person in Crisis
5129,2014,April,Wednesday,Suicide-related
5130,2014,April,Wednesday,Person in Crisis
5131,2014,April,Wednesday,Suicide-related
5132,2014,April,Wednesday,Suicide-related
5133,2014,April,Wednesday,Person in Crisis
5134,2014,April,Wednesday,Suicide-related
5135,2014,April,Wednesday,Suicide-related
5136,2014,April,Wednesday,Person in Crisis
5137,2014,April,Wednesday,Suicide-related
5138,2014,April,Wednesday,Suicide-related
5139,2014,April,Wednesday,Person in Crisis
5140,2014,April,Wednesday,Person in Crisis
5141,2014,April,Wednesday,Person in Crisis
5142,2014,April,Wednesday,Person in Crisis
5143,2014,April,Wednesday,Person in Crisis
5144,2014,April,Wednesday,Suicide-related
5145,2014,April,Wednesday,Overdose
5146,2014,April,Wednesday,Person in Crisis
5147,2014,April,Wednesday,Person in Crisis
5148,2014,April,Wednesday,Suicide-related
5149,2014,April,Wednesday,Suicide-related
5150,2014,April,Wednesday,Person in Crisis
5151,2014,April,Wednesday,Suicide-related
5152,2014,April,Wednesday,Person in Crisis
5153,2014,April,Wednesday,Person in Crisis
5154,2014,April,Wednesday,Person in Crisis
5155,2014,April,Wednesday,Suicide-related
5156,2014,April,Wednesday,Person in Crisis
5157,2014,April,Wednesday,Person in Crisis
5158,2014,April,Wednesday,Suicide-related
5159,2014,April,Wednesday,Person in Crisis
5160,2014,April,Wednesday,Person in Crisis
5161,2014,April,Wednesday,Person in Crisis
5162,2014,April,Wednesday,Suicide-related
5163,2014,April,Wednesday,Person in Crisis
5164,2014,April,Thursday,Person in Crisis
5165,2014,April,Thursday,Person in Crisis
5166,2014,April,Thursday,Person in Crisis
5167,2014,April,Thursday,Person in Crisis
5168,2014,April,Thursday,Suicide-related
5169,2014,April,Thursday,Person in Crisis
5170,2014,April,Thursday,Person in Crisis
5171,2014,April,Thursday,Person in Crisis
5172,2014,April,Thursday,Suicide-related
5173,2014,April,Thursday,Overdose
5174,2014,April,Thursday,Person in Crisis
5175,2014,April,Thursday,Person in Crisis
5176,2014,April,Thursday,Suicide-related
5177,2014,April,Thursday,Suicide-related
5178,2014,April,Thursday,Person in Crisis
5179,2014,April,Thursday,Suicide-related
5180,2014,April,Thursday,Suicide-related
5181,2014,April,Thursday,Person in Crisis
5182,2014,April,Thursday,Person in Crisis
5183,2014,April,Thursday,Suicide-related
5184,2014,April,Thursday,Overdose
5185,2014,April,Thursday,Person in Crisis
5186,2014,April,Thursday,Suicide-related
5187,2014,April,Thursday,Suicide-related
5188,2014,April,Thursday,Suicide-related
5189,2014,April,Thursday,Suicide-related
5190,2014,April,Thursday,Person in Crisis
5191,2014,April,Thursday,Person in Crisis
5192,2014,April,Thursday,Person in Crisis
5193,2014,April,Thursday,Suicide-related
5194,2014,April,Thursday,Person in Crisis
5195,2014,April,Thursday,Person in Crisis
5196,2014,April,Thursday,Person in Crisis
5197,2014,April,Thursday,Person in Crisis
5198,2014,April,Thursday,Person in Crisis
5199,2014,April,Thursday,Person in Crisis
5200,2014,April,Thursday,Person in Crisis
5201,2014,April,Thursday,Person in Crisis
5202,2014,April,Thursday,Person in Crisis
5203,2014,April,Thursday,Person in Crisis
5204,2014,April,Thursday,Person in Crisis
5205,2014,April,Thursday,Suicide-related
5206,2014,April,Thursday,Person in Crisis
5207,2014,April,Thursday,Person in Crisis
5208,2014,April,Thursday,Person in Crisis
5209,2014,April,Thursday,Person in Crisis
5210,2014,April,Thursday,Suicide-related
5211,2014,April,Thursday,Person in Crisis
5212,2014,April,Thursday,Person in Crisis
5213,2014,April,Thursday,Person in Crisis
5214,2014,April,Thursday,Person in Crisis
5215,2014,April,Thursday,Suicide-related
5216,2014,April,Thursday,Person in Crisis
5217,2014,April,Thursday,Suicide-related
5218,2014,April,Thursday,Suicide-related
5219,2014,April,Thursday,Suicide-related
5220,2014,April,Thursday,Suicide-related
5221,2014,April,Thursday,Person in Crisis
5222,2014,April,Thursday,Person in Crisis
5223,2014,April,Thursday,Person in Crisis
5224,2014,April,Thursday,Suicide-related
5225,2014,April,Thursday,Person in Crisis
5226,2014,April,Thursday,Suicide-related
5227,2014,April,Thursday,Person in Crisis
5228,2014,April,Thursday,Person in Crisis
5229,2014,April,Thursday,Person in Crisis
5230,2014,April,Thursday,Person in Crisis
5231,2014,April,Thursday,Person in Crisis
5232,2014,April,Thursday,Person in Crisis
5233,2014,April,Thursday,Person in Crisis
5234,2014,April,Thursday,Suicide-related
5235,2014,April,Thursday,Person in Crisis
5236,2014,April,Friday,Person in Crisis
5237,2014,April,Friday,Person in Crisis
5238,2014,April,Friday,Person in Crisis
5239,2014,April,Friday,Person in Crisis
5240,2014,April,Friday,Person in Crisis
5241,2014,April,Friday,Person in Crisis
5242,2014,April,Friday,Person in Crisis
5243,2014,April,Friday,Person in Crisis
5244,2014,April,Friday,Suicide-related
5245,2014,April,Friday,Overdose
5246,2014,April,Friday,Suicide-related
5247,2014,April,Friday,Person in Crisis
5248,2014,April,Friday,Overdose
5249,2014,April,Friday,Person in Crisis
5250,2014,April,Friday,Person in Crisis
5251,2014,April,Friday,Suicide-related
5252,2014,April,Friday,Person in Crisis
5253,2014,April,Friday,Person in Crisis
5254,2014,April,Friday,Suicide-related
5255,2014,April,Friday,Suicide-related
5256,2014,April,Friday,Person in Crisis
5257,2014,April,Friday,Person in Crisis
5258,2014,April,Friday,Person in Crisis
5259,2014,April,Friday,Suicide-related
5260,2014,April,Friday,Person in Crisis
5261,2014,April,Friday,Person in Crisis
5262,2014,April,Friday,Suicide-related
5263,2014,April,Friday,Person in Crisis
5264,2014,April,Friday,Suicide-related
5265,2014,April,Friday,Person in Crisis
5266,2014,April,Friday,Suicide-related
5267,2014,April,Friday,Person in Crisis
5268,2014,April,Friday,Person in Crisis
5269,2014,April,Friday,Person in Crisis
5270,2014,April,Friday,Person in Crisis
5271,2014,April,Friday,Suicide-related
5272,2014,April,Friday,Person in Crisis
5273,2014,April,Friday,Person in Crisis
5274,2014,April,Friday,Person in Crisis
5275,2014,April,Friday,Suicide-related
5276,2014,April,Friday,Person in Crisis
5277,2014,April,Friday,Overdose
5278,2014,April,Friday,Person in Crisis
5279,2014,April,Friday,Person in Crisis
5280,2014,April,Friday,Suicide-related
5281,2014,April,Friday,Suicide-related
5282,2014,April,Friday,Suicide-related
5283,2014,April,Friday,Person in Crisis
5284,2014,April,Friday,Person in Crisis
5285,2014,April,Friday,Person in Crisis
5286,2014,April,Friday,Person in Crisis
5287,2014,April,Friday,Person in Crisis
5288,2014,April,Friday,Person in Crisis
5289,2014,April,Friday,Suicide-related
5290,2014,April,Friday,Suicide-related
5291,2014,April,Friday,Person in Crisis
5292,2014,April,Friday,Person in Crisis
5293,2014,April,Friday,Person in Crisis
5294,2014,April,Friday,Suicide-related
5295,2014,April,Friday,Suicide-related
5296,2014,April,Friday,Suicide-related
5297,2014,April,Friday,Overdose
5298,2014,April,Saturday,Suicide-related
5299,2014,April,Saturday,Person in Crisis
5300,2014,April,Saturday,Person in Crisis
5301,2014,April,Saturday,Person in Crisis
5302,2014,April,Saturday,Suicide-related
5303,2014,April,Saturday,Person in Crisis
5304,2014,April,Saturday,Person in Crisis
5305,2014,April,Saturday,Person in Crisis
5306,2014,April,Saturday,Person in Crisis
5307,2014,April,Saturday,Suicide-related
5308,2014,April,Saturday,Person in Crisis
5309,2014,April,Saturday,Person in Crisis
5310,2014,April,Saturday,Person in Crisis
5311,2014,April,Saturday,Suicide-related
5312,2014,April,Saturday,Overdose
5313,2014,April,Saturday,Person in Crisis
5314,2014,April,Saturday,Suicide-related
5315,2014,April,Saturday,Suicide-related
5316,2014,April,Saturday,Suicide-related
5317,2014,April,Saturday,Person in Crisis
5318,2014,April,Saturday,Suicide-related
5319,2014,April,Saturday,Suicide-related
5320,2014,April,Saturday,Suicide-related
5321,2014,April,Saturday,Person in Crisis
5322,2014,April,Saturday,Person in Crisis
5323,2014,April,Saturday,Suicide-related
5324,2014,April,Saturday,Suicide-related
5325,2014,April,Saturday,Person in Crisis
5326,2014,April,Saturday,Suicide-related
5327,2014,April,Saturday,Person in Crisis
5328,2014,April,Saturday,Person in Crisis
5329,2014,April,Saturday,Person in Crisis
5330,2014,April,Saturday,Person in Crisis
5331,2014,April,Saturday,Overdose
5332,2014,April,Saturday,Person in Crisis
5333,2014,April,Saturday,Person in Crisis
5334,2014,April,Saturday,Person in Crisis
5335,2014,April,Saturday,Suicide-related
5336,2014,April,Saturday,Person in Crisis
5337,2014,April,Saturday,Suicide-related
5338,2014,April,Saturday,Overdose
5339,2014,April,Saturday,Person in Crisis
5340,2014,April,Saturday,Person in Crisis
5341,2014,April,Saturday,Suicide-related
5342,2014,April,Saturday,Person in Crisis
5343,2014,April,Saturday,Suicide-related
5344,2014,April,Saturday,Person in Crisis
5345,2014,April,Saturday,Suicide-related
5346,2014,April,Saturday,Overdose
5347,2014,April,Saturday,Suicide-related
5348,2014,April,Saturday,Suicide-related
5349,2014,April,Saturday,Suicide-related
5350,2014,April,Saturday,Person in Crisis
5351,2014,April,Saturday,Overdose
5352,2014,April,Saturday,Suicide-related
5353,2014,April,Saturday,Overdose
5354,2014,April,Sunday,Suicide-related
5355,2014,April,Sunday,Suicide-related
5356,2014,April,Sunday,Suicide-related
5357,2014,April,Sunday,Person in Crisis
5358,2014,April,Sunday,Suicide-related
5359,2014,April,Sunday,Suicide-related
5360,2014,April,Sunday,Person in Crisis
5361,2014,April,Sunday,Person in Crisis
5362,2014,April,Sunday,Person in Crisis
5363,2014,April,Sunday,Person in Crisis
5364,2014,April,Sunday,Suicide-related
5365,2014,April,Sunday,Suicide-related
5366,2014,April,Sunday,Person in Crisis
5367,2014,April,Sunday,Overdose
5368,2014,April,Sunday,Suicide-related
5369,2014,April,Sunday,Person in Crisis
5370,2014,April,Sunday,Person in Crisis
5371,2014,April,Sunday,Suicide-related
5372,2014,April,Sunday,Suicide-related
5373,2014,April,Sunday,Suicide-related
5374,2014,April,Sunday,Suicide-related
5375,2014,April,Sunday,Person in Crisis
5376,2014,April,Sunday,Suicide-related
5377,2014,April,Sunday,Suicide-related
5378,2014,April,Sunday,Person in Crisis
5379,2014,April,Sunday,Overdose
5380,2014,April,Sunday,Person in Crisis
5381,2014,April,Sunday,Suicide-related
5382,2014,April,Sunday,Person in Crisis
5383,2014,April,Sunday,Person in Crisis
5384,2014,April,Sunday,Suicide-related
5385,2014,April,Sunday,Person in Crisis
5386,2014,April,Sunday,Person in Crisis
5387,2014,April,Sunday,Person in Crisis
5388,2014,April,Sunday,Person in Crisis
5389,2014,April,Sunday,Suicide-related
5390,2014,April,Sunday,Person in Crisis
5391,2014,April,Sunday,Suicide-related
5392,2014,April,Sunday,Suicide-related
5393,2014,April,Sunday,Person in Crisis
5394,2014,April,Sunday,Person in Crisis
5395,2014,April,Sunday,Person in Crisis
5396,2014,April,Sunday,Person in Crisis
5397,2014,April,Sunday,Person in Crisis
5398,2014,April,Sunday,Person in Crisis
5399,2014,April,Sunday,Person in Crisis
5400,2014,April,Sunday,Person in Crisis
5401,2014,April,Sunday,Suicide-related
5402,2014,April,Sunday,Suicide-related
5403,2014,April,Sunday,Person in Crisis
5404,2014,April,Sunday,Suicide-related
5405,2014,April,Sunday,Overdose
5406,2014,April,Sunday,Person in Crisis
5407,2014,April,Sunday,Suicide-related
5408,2014,April,Sunday,Person in Crisis
5409,2014,April,Sunday,Person in Crisis
5410,2014,April,Sunday,Person in Crisis
5411,2014,April,Sunday,Person in Crisis
5412,2014,April,Sunday,Person in Crisis
5413,2014,April,Monday,Person in Crisis
5414,2014,April,Monday,Overdose
5415,2014,April,Monday,Suicide-related
5416,2014,April,Monday,Suicide-related
5417,2014,April,Monday,Person in Crisis
5418,2014,April,Monday,Person in Crisis
5419,2014,April,Monday,Person in Crisis
5420,2014,April,Monday,Person in Crisis
5421,2014,April,Monday,Suicide-related
5422,2014,April,Monday,Suicide-related
5423,2014,April,Monday,Suicide-related
5424,2014,April,Monday,Suicide-related
5425,2014,April,Monday,Person in Crisis
5426,2014,April,Monday,Person in Crisis
5427,2014,April,Monday,Person in Crisis
5428,2014,April,Monday,Overdose
5429,2014,April,Monday,Person in Crisis
5430,2014,April,Monday,Suicide-related
5431,2014,April,Monday,Person in Crisis
5432,2014,April,Monday,Person in Crisis
5433,2014,April,Monday,Person in Crisis
5434,2014,April,Monday,Person in Crisis
5435,2014,April,Monday,Person in Crisis
5436,2014,April,Monday,Person in Crisis
5437,2014,April,Monday,Suicide-related
5438,2014,April,Monday,Person in Crisis
5439,2014,April,Monday,Person in Crisis
5440,2014,April,Monday,Suicide-related
5441,2014,April,Monday,Person in Crisis
5442,2014,April,Monday,Person in Crisis
5443,2014,April,Monday,Suicide-related
5444,2014,April,Monday,Suicide-related
5445,2014,April,Monday,Suicide-related
5446,2014,April,Monday,Suicide-related
5447,2014,April,Monday,Person in Crisis
5448,2014,April,Monday,Person in Crisis
5449,2014,April,Monday,Person in Crisis
5450,2014,April,Monday,Overdose
5451,2014,April,Monday,Person in Crisis
5452,2014,April,Monday,Person in Crisis
5453,2014,April,Monday,Suicide-related
5454,2014,April,Monday,Person in Crisis
5455,2014,April,Monday,Person in Crisis
5456,2014,April,Monday,Person in Crisis
5457,2014,April,Monday,Person in Crisis
5458,2014,April,Monday,Overdose
5459,2014,April,Monday,Person in Crisis
5460,2014,April,Monday,Suicide-related
5461,2014,April,Monday,Person in Crisis
5462,2014,April,Monday,Person in Crisis
5463,2014,April,Monday,Person in Crisis
5464,2014,April,Monday,Suicide-related
5465,2014,April,Monday,Person in Crisis
5466,2014,April,Monday,Person in Crisis
5467,2014,April,Monday,Person in Crisis
5468,2014,April,Monday,Person in Crisis
5469,2014,April,Monday,Suicide-related
5470,2014,April,Monday,Suicide-related
5471,2014,April,Monday,Person in Crisis
5472,2014,April,Tuesday,Suicide-related
5473,2014,April,Tuesday,Person in Crisis
5474,2014,April,Tuesday,Overdose
5475,2014,April,Tuesday,Person in Crisis
5476,2014,April,Tuesday,Person in Crisis
5477,2014,April,Tuesday,Suicide-related
5478,2014,April,Tuesday,Suicide-related
5479,2014,April,Tuesday,Person in Crisis
5480,2014,April,Tuesday,Suicide-related
5481,2014,April,Tuesday,Person in Crisis
5482,2014,April,Tuesday,Person in Crisis
5483,2014,April,Tuesday,Person in Crisis
5484,2014,April,Tuesday,Person in Crisis
5485,2014,April,Tuesday,Suicide-related
5486,2014,April,Tuesday,Person in Crisis
5487,2014,April,Tuesday,Person in Crisis
5488,2014,April,Tuesday,Suicide-related
5489,2014,April,Tuesday,Suicide-related
5490,2014,April,Tuesday,Person in Crisis
5491,2014,April,Tuesday,Person in Crisis
5492,2014,April,Tuesday,Person in Crisis
5493,2014,April,Tuesday,Person in Crisis
5494,2014,April,Tuesday,Person in Crisis
5495,2014,April,Tuesday,Person in Crisis
5496,2014,April,Tuesday,Person in Crisis
5497,2014,April,Tuesday,Person in Crisis
5498,2014,April,Tuesday,Person in Crisis
5499,2014,April,Tuesday,Person in Crisis
5500,2014,April,Tuesday,Overdose
5501,2014,April,Tuesday,Person in Crisis
5502,2014,April,Tuesday,Person in Crisis
5503,2014,April,Tuesday,Person in Crisis
5504,2014,April,Tuesday,Person in Crisis
5505,2014,April,Tuesday,Person in Crisis
5506,2014,April,Tuesday,Person in Crisis
5507,2014,April,Tuesday,Suicide-related
5508,2014,April,Tuesday,Suicide-related
5509,2014,April,Tuesday,Person in Crisis
5510,2014,April,Tuesday,Person in Crisis
5511,2014,April,Tuesday,Person in Crisis
5512,2014,April,Tuesday,Person in Crisis
5513,2014,April,Tuesday,Person in Crisis
5514,2014,April,Tuesday,Person in Crisis
5515,2014,April,Tuesday,Person in Crisis
5516,2014,April,Tuesday,Person in Crisis
5517,2014,April,Tuesday,Person in Crisis
5518,2014,April,Tuesday,Person in Crisis
5519,2014,April,Tuesday,Person in Crisis
5520,2014,April,Tuesday,Suicide-related
5521,2014,April,Tuesday,Suicide-related
5522,2014,April,Wednesday,Person in Crisis
5523,2014,April,Wednesday,Overdose
5524,2014,April,Wednesday,Person in Crisis
5525,2014,April,Wednesday,Overdose
5526,2014,April,Wednesday,Person in Crisis
5527,2014,April,Wednesday,Person in Crisis
5528,2014,April,Wednesday,Suicide-related
5529,2014,April,Wednesday,Person in Crisis
5530,2014,April,Wednesday,Person in Crisis
5531,2014,April,Wednesday,Person in Crisis
5532,2014,April,Wednesday,Suicide-related
5533,2014,April,Wednesday,Suicide-related
5534,2014,April,Wednesday,Suicide-related
5535,2014,April,Wednesday,Suicide-related
5536,2014,April,Wednesday,Suicide-related
5537,2014,April,Wednesday,Person in Crisis
5538,2014,April,Wednesday,Person in Crisis
5539,2014,April,Wednesday,Suicide-related
5540,2014,April,Wednesday,Overdose
5541,2014,April,Wednesday,Suicide-related
5542,2014,April,Wednesday,Overdose
5543,2014,April,Wednesday,Person in Crisis
5544,2014,April,Wednesday,Suicide-related
5545,2014,April,Wednesday,Person in Crisis
5546,2014,April,Wednesday,Person in Crisis
5547,2014,April,Wednesday,Person in Crisis
5548,2014,April,Wednesday,Person in Crisis
5549,2014,April,Wednesday,Person in Crisis
5550,2014,April,Wednesday,Person in Crisis
5551,2014,April,Wednesday,Person in Crisis
5552,2014,April,Wednesday,Person in Crisis
5553,2014,April,Wednesday,Person in Crisis
5554,2014,April,Wednesday,Person in Crisis
5555,2014,April,Wednesday,Suicide-related
5556,2014,April,Wednesday,Person in Crisis
5557,2014,April,Wednesday,Person in Crisis
5558,2014,April,Wednesday,Person in Crisis
5559,2014,April,Wednesday,Person in Crisis
5560,2014,April,Wednesday,Overdose
5561,2014,April,Wednesday,Suicide-related
5562,2014,April,Wednesday,Person in Crisis
5563,2014,April,Wednesday,Person in Crisis
5564,2014,April,Wednesday,Person in Crisis
5565,2014,April,Wednesday,Suicide-related
5566,2014,April,Wednesday,Person in Crisis
5567,2014,April,Wednesday,Person in Crisis
5568,2014,April,Wednesday,Person in Crisis
5569,2014,April,Wednesday,Person in Crisis
5570,2014,April,Wednesday,Person in Crisis
5571,2014,April,Wednesday,Overdose
5572,2014,April,Wednesday,Person in Crisis
5573,2014,April,Wednesday,Person in Crisis
5574,2014,April,Wednesday,Person in Crisis
5575,2014,April,Wednesday,Person in Crisis
5576,2014,April,Wednesday,Person in Crisis
5577,2014,April,Wednesday,Person in Crisis
5578,2014,April,Wednesday,Suicide-related
5579,2014,April,Wednesday,Overdose
5580,2014,April,Wednesday,Person in Crisis
5581,2014,April,Wednesday,Person in Crisis
5582,2014,April,Wednesday,Person in Crisis
5583,2014,April,Wednesday,Person in Crisis
5584,2014,April,Wednesday,Person in Crisis
5585,2014,April,Wednesday,Person in Crisis
5586,2014,April,Wednesday,Person in Crisis
5587,2014,April,Wednesday,Person in Crisis
5588,2014,April,Wednesday,Person in Crisis
5589,2014,April,Wednesday,Person in Crisis
5590,2014,April,Wednesday,Person in Crisis
5591,2014,April,Wednesday,Person in Crisis
5592,2014,April,Thursday,Person in Crisis
5593,2014,April,Thursday,Person in Crisis
5594,2014,April,Thursday,Person in Crisis
5595,2014,April,Thursday,Person in Crisis
5596,2014,April,Thursday,Person in Crisis
5597,2014,April,Thursday,Person in Crisis
5598,2014,April,Thursday,Suicide-related
5599,2014,April,Thursday,Suicide-related
5600,2014,April,Thursday,Person in Crisis
5601,2014,April,Thursday,Suicide-related
5602,2014,April,Thursday,Person in Crisis
5603,2014,April,Thursday,Suicide-related
5604,2014,April,Thursday,Suicide-related
5605,2014,April,Thursday,Person in Crisis
5606,2014,April,Thursday,Suicide-related
5607,2014,April,Thursday,Overdose
5608,2014,April,Thursday,Suicide-related
5609,2014,April,Thursday,Suicide-related
5610,2014,April,Thursday,Overdose
5611,2014,April,Thursday,Person in Crisis
5612,2014,April,Thursday,Person in Crisis
5613,2014,April,Thursday,Person in Crisis
5614,2014,April,Thursday,Suicide-related
5615,2014,April,Thursday,Person in Crisis
5616,2014,April,Thursday,Person in Crisis
5617,2014,April,Thursday,Person in Crisis
5618,2014,April,Thursday,Person in Crisis
5619,2014,April,Thursday,Person in Crisis
5620,2014,April,Thursday,Suicide-related
5621,2014,April,Thursday,Person in Crisis
5622,2014,April,Thursday,Person in Crisis
5623,2014,April,Thursday,Person in Crisis
5624,2014,April,Thursday,Suicide-related
5625,2014,April,Thursday,Suicide-related
5626,2014,April,Thursday,Person in Crisis
5627,2014,April,Thursday,Suicide-related
5628,2014,April,Thursday,Person in Crisis
5629,2014,April,Thursday,Person in Crisis
5630,2014,April,Thursday,Person in Crisis
5631,2014,April,Thursday,Person in Crisis
5632,2014,April,Thursday,Person in Crisis
5633,2014,April,Thursday,Person in Crisis
5634,2014,April,Thursday,Suicide-related
5635,2014,April,Thursday,Person in Crisis
5636,2014,April,Thursday,Person in Crisis
5637,2014,April,Thursday,Person in Crisis
5638,2014,April,Thursday,Person in Crisis
5639,2014,April,Thursday,Suicide-related
5640,2014,April,Thursday,Suicide-related
5641,2014,April,Thursday,Suicide-related
5642,2014,April,Thursday,Suicide-related
5643,2014,April,Thursday,Person in Crisis
5644,2014,April,Thursday,Person in Crisis
5645,2014,April,Thursday,Suicide-related
5646,2014,April,Thursday,Person in Crisis
5647,2014,April,Thursday,Suicide-related
5648,2014,April,Thursday,Suicide-related
5649,2014,April,Thursday,Suicide-related
5650,2014,April,Thursday,Person in Crisis
5651,2014,April,Friday,Person in Crisis
5652,2014,April,Friday,Person in Crisis
5653,2014,April,Friday,Person in Crisis
5654,2014,April,Friday,Person in Crisis
5655,2014,April,Friday,Overdose
5656,2014,April,Friday,Overdose
5657,2014,April,Friday,Person in Crisis
5658,2014,April,Friday,Person in Crisis
5659,2014,April,Friday,Person in Crisis
5660,2014,April,Friday,Person in Crisis
5661,2014,April,Friday,Suicide-related
5662,2014,April,Friday,Person in Crisis
5663,2014,April,Friday,Person in Crisis
5664,2014,April,Friday,Person in Crisis
5665,2014,April,Friday,Suicide-related
5666,2014,April,Friday,Suicide-related
5667,2014,April,Friday,Person in Crisis
5668,2014,April,Friday,Suicide-related
5669,2014,April,Friday,Person in Crisis
5670,2014,April,Friday,Suicide-related
5671,2014,April,Friday,Person in Crisis
5672,2014,April,Friday,Person in Crisis
5673,2014,April,Friday,Overdose
5674,2014,April,Friday,Person in Crisis
5675,2014,April,Friday,Person in Crisis
5676,2014,April,Friday,Person in Crisis
5677,2014,April,Friday,Suicide-related
5678,2014,April,Friday,Person in Crisis
5679,2014,April,Friday,Suicide-related
5680,2014,April,Friday,Suicide-related
5681,2014,April,Friday,Overdose
5682,2014,April,Friday,Person in Crisis
5683,2014,April,Friday,Person in Crisis
5684,2014,April,Friday,Person in Crisis
5685,2014,April,Friday,Person in Crisis
5686,2014,April,Friday,Person in Crisis
5687,2014,April,Friday,Person in Crisis
5688,2014,April,Friday,Suicide-related
5689,2014,April,Friday,Person in Crisis
5690,2014,April,Friday,Overdose
5691,2014,April,Friday,Person in Crisis
5692,2014,April,Friday,Person in Crisis
5693,2014,April,Friday,Person in Crisis
5694,2014,April,Friday,Person in Crisis
5695,2014,April,Friday,Person in Crisis
5696,2014,April,Friday,Person in Crisis
5697,2014,April,Friday,Suicide-related
5698,2014,April,Friday,Suicide-related
5699,2014,April,Friday,Person in Crisis
5700,2014,April,Friday,Suicide-related
5701,2014,April,Friday,Person in Crisis
5702,2014,April,Friday,Person in Crisis
5703,2014,April,Friday,Person in Crisis
5704,2014,April,Friday,Person in Crisis
5705,2014,April,Friday,Person in Crisis
5706,2014,April,Friday,Person in Crisis
5707,2014,April,Friday,Suicide-related
5708,2014,April,Saturday,Person in Crisis
5709,2014,April,Saturday,Suicide-related
5710,2014,April,Saturday,Person in Crisis
5711,2014,April,Saturday,Person in Crisis
5712,2014,April,Saturday,Person in Crisis
5713,2014,April,Saturday,Person in Crisis
5714,2014,April,Saturday,Person in Crisis
5715,2014,April,Saturday,Person in Crisis
5716,2014,April,Saturday,Person in Crisis
5717,2014,April,Saturday,Suicide-related
5718,2014,April,Saturday,Person in Crisis
5719,2014,April,Saturday,Suicide-related
5720,2014,April,Saturday,Suicide-related
5721,2014,April,Saturday,Suicide-related
5722,2014,April,Saturday,Person in Crisis
5723,2014,April,Saturday,Suicide-related
5724,2014,April,Saturday,Suicide-related
5725,2014,April,Saturday,Overdose
5726,2014,April,Saturday,Person in Crisis
5727,2014,April,Saturday,Suicide-related
5728,2014,April,Saturday,Person in Crisis
5729,2014,April,Saturday,Person in Crisis
5730,2014,April,Saturday,Suicide-related
5731,2014,April,Saturday,Person in Crisis
5732,2014,April,Saturday,Person in Crisis
5733,2014,April,Saturday,Suicide-related
5734,2014,April,Saturday,Suicide-related
5735,2014,April,Saturday,Person in Crisis
5736,2014,April,Saturday,Overdose
5737,2014,April,Saturday,Suicide-related
5738,2014,April,Saturday,Person in Crisis
5739,2014,April,Saturday,Person in Crisis
5740,2014,April,Saturday,Overdose
5741,2014,April,Saturday,Person in Crisis
5742,2014,April,Saturday,Suicide-related
5743,2014,April,Saturday,Person in Crisis
5744,2014,April,Saturday,Overdose
5745,2014,April,Saturday,Person in Crisis
5746,2014,April,Saturday,Person in Crisis
5747,2014,April,Saturday,Person in Crisis
5748,2014,April,Saturday,Suicide-related
5749,2014,April,Saturday,Suicide-related
5750,2014,April,Saturday,Suicide-related
5751,2014,April,Saturday,Overdose
5752,2014,April,Saturday,Person in Crisis
5753,2014,April,Saturday,Person in Crisis
5754,2014,April,Saturday,Suicide-related
5755,2014,April,Saturday,Person in Crisis
5756,2014,April,Sunday,Person in Crisis
5757,2014,April,Sunday,Suicide-related
5758,2014,April,Sunday,Person in Crisis
5759,2014,April,Sunday,Person in Crisis
5760,2014,April,Sunday,Person in Crisis
5761,2014,April,Sunday,Overdose
5762,2014,April,Sunday,Person in Crisis
5763,2014,April,Sunday,Person in Crisis
5764,2014,April,Sunday,Person in Crisis
5765,2014,April,Sunday,Suicide-related
5766,2014,April,Sunday,Person in Crisis
5767,2014,April,Sunday,Person in Crisis
5768,2014,April,Sunday,Person in Crisis
5769,2014,April,Sunday,Person in Crisis
5770,2014,April,Sunday,Person in Crisis
5771,2014,April,Sunday,Person in Crisis
5772,2014,April,Sunday,Person in Crisis
5773,2014,April,Sunday,Person in Crisis
5774,2014,April,Sunday,Suicide-related
5775,2014,April,Sunday,Person in Crisis
5776,2014,April,Sunday,Person in Crisis
5777,2014,April,Sunday,Person in Crisis
5778,2014,April,Sunday,Person in Crisis
5779,2014,April,Sunday,Person in Crisis
5780,2014,April,Sunday,Person in Crisis
5781,2014,April,Sunday,Person in Crisis
5782,2014,April,Sunday,Suicide-related
5783,2014,April,Sunday,Suicide-related
5784,2014,April,Sunday,Person in Crisis
5785,2014,April,Sunday,Suicide-related
5786,2014,April,Sunday,Person in Crisis
5787,2014,April,Sunday,Person in Crisis
5788,2014,April,Sunday,Person in Crisis
5789,2014,April,Sunday,Suicide-related
5790,2014,April,Sunday,Suicide-related
5791,2014,April,Sunday,Person in Crisis
5792,2014,April,Sunday,Person in Crisis
5793,2014,April,Sunday,Person in Crisis
5794,2014,April,Sunday,Suicide-related
5795,2014,April,Sunday,Overdose
5796,2014,April,Sunday,Overdose
5797,2014,April,Sunday,Suicide-related
5798,2014,April,Sunday,Suicide-related
5799,2014,April,Sunday,Person in Crisis
5800,2014,April,Sunday,Overdose
5801,2014,April,Sunday,Suicide-related
5802,2014,April,Sunday,Suicide-related
5803,2014,April,Sunday,Person in Crisis
5804,2014,April,Sunday,Suicide-related
5805,2014,April,Sunday,Suicide-related
5806,2014,April,Sunday,Person in Crisis
