objectid,event_year,event_month,event_dow,event_type
5908,2014,April,Tuesday,Person in Crisis
5909,2014,April,Tuesday,Person in Crisis
5910,2014,April,Tuesday,Overdose
5911,2014,April,Tuesday,Person in Crisis
5912,2014,April,Tuesday,Suicide-related
5913,2014,April,Tuesday,Overdose
5914,2014,April,Tuesday,Suicide-related
5915,2014,April,Tuesday,Suicide-related
5916,2014,April,Tuesday,Person in Crisis
5917,2014,April,Tuesday,Person in Crisis
5918,2014,April,Tuesday,Suicide-related
5919,2014,April,Tuesday,Person in Crisis
5920,2014,April,Tuesday,Person in Crisis
5921,2014,April,Tuesday,Person in Crisis
5922,2014,April,Tuesday,Person in Crisis
5923,2014,April,Tuesday,Person in Crisis
5924,2014,April,Tuesday,Suicide-related
5925,2014,April,Tuesday,Person in Crisis
5926,2014,April,Tuesday,Person in Crisis
5927,2014,April,Tuesday,Person in Crisis
5928,2014,April,Tuesday,Suicide-related
5929,2014,April,Tuesday,Suicide-related
5930,2014,April,Tuesday,Person in Crisis
5931,2014,April,Tuesday,Overdose
5932,2014,April,Tuesday,Suicide-related
5933,2014,April,Tuesday,Overdose
5934,2014,April,Tuesday,Suicide-related
5935,2014,April,Tuesday,Person in Crisis
5936,2014,April,Tuesday,Person in Crisis
5937,2014,April,Tuesday,Person in Crisis
5938,2014,April,Tuesday,Person in Crisis
5939,2014,April,Tuesday,Person in Crisis
5940,2014,April,Tuesday,Person in Crisis
5941,2014,April,Tuesday,Suicide-related
5942,2014,April,Tuesday,Suicide-related
5943,2014,April,Tuesday,Suicide-related
5944,2014,April,Wednesday,Person in Crisis
5945,2014,April,Wednesday,Overdose
5946,2014,April,Wednesday,Person in Crisis
5947,2014,April,Wednesday,Person in Crisis
5948,2014,April,Wednesday,Person in Crisis
5949,2014,April,Wednesday,Suicide-related
5950,2014,April,Wednesday,Person in Crisis
5951,2014,April,Wednesday,Person in Crisis
5952,2014,April,Wednesday,Suicide-related
5953,2014,April,Wednesday,Person in Crisis
5954,2014,April,Wednesday,Person in Crisis
5955,2014,April,Wednesday,Person in Crisis
5956,2014,April,Wednesday,Person in Crisis
5957,2014,April,Wednesday,Suicide-related
5958,2014,April,Wednesday,Person in Crisis
5959,2014,April,Wednesday,Person in Crisis
5960,2014,April,Wednesday,Person in Crisis
5961,2014,April,Wednesday,Person in Crisis
5962,2014,April,Wednesday,Person in Crisis
5963,2014,April,Wednesday,Suicide-related
5964,2014,April,Wednesday,Suicide-related
5965,2014,April,Wednesday,Overdose
5966,2014,April,Wednesday,Person in Crisis
5967,2014,April,Wednesday,Person in Crisis
5968,2014,April,Wednesday,Suicide-related
5969,2014,April,Wednesday,Person in Crisis
5970,2014,April,Wednesday,Suicide-related
5971,2014,April,Wednesday,Person in Crisis
5972,2014,April,Wednesday,Person in Crisis
5973,2014,April,Wednesday,Person in Crisis
5974,2014,April,Wednesday,Person in Crisis
5975,2014,April,Wednesday,Overdose
5976,2014,April,Wednesday,Person in Crisis
5977,2014,April,Wednesday,Person in Crisis
5978,2014,April,Wednesday,Suicide-related
5979,2014,April,Wednesday,Person in Crisis
5980,2014,April,Wednesday,Person in Crisis
5981,2014,April,Wednesday,Suicide-related
5982,2014,April,Wednesday,Person in Crisis
5983,2014,April,Wednesday,Suicide-related
5984,2014,April,Wednesday,Person in Crisis
5985,2014,April,Wednesday,Person in Crisis
5986,2014,April,Wednesday,Suicide-related
5987,2014,April,Wednesday,Person in Crisis
5988,2014,April,Wednesday,Overdose
5989,2014,April,Wednesday,Person in Crisis
5990,2014,April,Wednesday,Person in Crisis
5991,2014,April,Wednesday,Person in Crisis
5992,2014,April,Wednesday,Suicide-related
5993,2014,April,Wednesday,Suicide-related
5994,2014,April,Wednesday,Overdose
5995,2014,April,Wednesday,Suicide-related
5996,2014,April,Wednesday,Person in Crisis
5997,2014,April,Wednesday,Person in Crisis
5998,2014,April,Wednesday,Person in Crisis
5999,2014,April,Wednesday,Overdose
6000,2014,April,Wednesday,Overdose
6001,2014,April,Wednesday,Person in Crisis
6002,2014,April,Wednesday,Person in Crisis
6003,2014,April,Wednesday,Person in Crisis
6004,2014,April,Thursday,Person in Crisis
6005,2014,April,Thursday,Person in Crisis
6006,2014,April,Thursday,Person in Crisis
6007,2014,April,Thursday,Person in Crisis
6008,2014,April,Thursday,Person in Crisis
6009,2014,April,Thursday,Overdose
6010,2014,April,Thursday,Person in Crisis
6011,2014,April,Thursday,Person in Crisis
6012,2014,April,Thursday,Person in Crisis
6013,2014,April,Thursday,Person in Crisis
6014,2014,April,Thursday,Person in Crisis
6015,2014,April,Thursday,Person in Crisis
6016,2014,April,Thursday,Person in Crisis
6017,2014,April,Thursday,Person in Crisis
6018,2014,April,Thursday,Overdose
6019,2014,April,Thursday,Person in Crisis
6020,2014,April,Thursday,Suicide-related
6021,2014,April,Thursday,Person in Crisis
6022,2014,April,Thursday,Suicide-related
6023,2014,April,Thursday,Person in Crisis
6024,2014,April,Thursday,Person in Crisis
6025,2014,April,Thursday,Person in Crisis
6026,2014,April,Thursday,Person in Crisis
6027,2014,April,Thursday,Person in Crisis
6028,2014,April,Thursday,Person in Crisis
6029,2014,April,Thursday,Person in Crisis
6030,2014,April,Thursday,Person in Crisis
6031,2014,April,Thursday,Person in Crisis
6032,2014,April,Thursday,Suicide-related
6033,2014,April,Thursday,Person in Crisis
6034,2014,April,Thursday,Suicide-related
6035,2014,April,Thursday,Suicide-related
6036,2014,April,Thursday,Person in Crisis
6037,2014,April,Thursday,Overdose
6038,2014,April,Thursday,Suicide-related
6039,2014,April,Thursday,Suicide-related
6040,2014,April,Thursday,Person in Crisis
6041,2014,April,Thursday,Suicide-related
6042,2014,April,Thursday,Suicide-related
6043,2014,April,Thursday,Overdose
6044,2014,April,Thursday,Suicide-related
6045,2014,April,Thursday,Person in Crisis
6046,2014,April,Thursday,Suicide-related
6047,2014,April,Thursday,Suicide-related
6048,2014,April,Thursday,Suicide-related
6049,2014,April,Thursday,Suicide-related
6050,2014,April,Thursday,Suicide-related
6051,2014,April,Thursday,Person in Crisis
6052,2014,April,Thursday,Person in Crisis
6053,2014,April,Thursday,Person in Crisis
6054,2014,April,Thursday,Person in Crisis
6055,2014,April,Thursday,Person in Crisis
6056,2014,April,Thursday,Suicide-related
6057,2014,April,Thursday,Person in Crisis
6058,2014,April,Thursday,Person in Crisis
6059,2014,April,Friday,Person in Crisis
6060,2014,April,Friday,Suicide-related
6061,2014,April,Friday,Person in Crisis
6062,2014,April,Friday,Person in Crisis
6063,2014,April,Friday,Person in Crisis
6064,2014,April,Friday,Person in Crisis
6065,2014,April,Friday,Person in Crisis
6066,2014,April,Friday,Suicide-related
6067,2014,April,Friday,Suicide-related
6068,2014,April,Friday,Suicide-related
6069,2014,April,Friday,Person in Crisis
6070,2014,April,Friday,Suicide-related
6071,2014,April,Friday,Person in Crisis
6072,2014,April,Friday,Person in Crisis
6073,2014,April,Friday,Suicide-related
6074,2014,April,Friday,Suicide-related
6075,2014,April,Friday,Suicide-related
6076,2014,April,Friday,Person in Crisis
6077,2014,April,Friday,Suicide-related
6078,2014,April,Friday,Overdose
6079,2014,April,Friday,Person in Crisis
6080,2014,April,Friday,Person in Crisis
6081,2014,April,Friday,Person in Crisis
6082,2014,April,Friday,Suicide-related
6083,2014,April,Friday,Overdose
6084,2014,April,Friday,Person in Crisis
6085,2014,April,Friday,Person in Crisis
6086,2014,April,Friday,Person in Crisis
6087,2014,April,Friday,Overdose
6088,2014,April,Friday,Person in Crisis
6089,2014,April,Friday,Person in Crisis
6090,2014,April,Friday,Person in Crisis
6091,2014,April,Friday,Person in Crisis
6092,2014,April,Friday,Person in Crisis
6093,2014,April,Friday,Overdose
6094,2014,April,Friday,Suicide-related
6095,2014,April,Friday,Overdose
6096,2014,April,Friday,Overdose
6097,2014,April,Friday,Person in Crisis
6098,2014,April,Friday,Suicide-related
6099,2014,April,Friday,Person in Crisis
6100,2014,April,Friday,Person in Crisis
6101,2014,April,Friday,Person in Crisis
6102,2014,April,Friday,Person in Crisis
6103,2014,April,Friday,Person in Crisis
6104,2014,April,Saturday,Suicide-related
6105,2014,April,Saturday,Suicide-related
6106,2014,April,Saturday,Person in Crisis
6107,2014,April,Saturday,Person in Crisis
6108,2014,April,Saturday,Person in Crisis
6109,2014,April,Saturday,Overdose
6110,2014,April,Saturday,Suicide-related
6111,2014,April,Saturday,Suicide-related
6112,2014,April,Saturday,Person in Crisis
6113,2014,April,Saturday,Person in Crisis
6114,2014,April,Saturday,Person in Crisis
6115,2014,April,Saturday,Suicide-related
6116,2014,April,Saturday,Person in Crisis
6117,2014,April,Saturday,Suicide-related
6118,2014,April,Saturday,Overdose
6119,2014,April,Saturday,Person in Crisis
6120,2014,April,Saturday,Person in Crisis
6121,2014,April,Saturday,Person in Crisis
6122,2014,April,Saturday,Person in Crisis
6123,2014,April,Saturday,Suicide-related
6124,2014,April,Saturday,Person in Crisis
6125,2014,April,Saturday,Person in Crisis
6126,2014,April,Saturday,Suicide-related
6127,2014,April,Saturday,Person in Crisis
6128,2014,April,Saturday,Overdose
6129,2014,April,Saturday,Person in Crisis
6130,2014,April,Saturday,Person in Crisis
6131,2014,April,Saturday,Person in Crisis
6132,2014,April,Saturday,Suicide-related
6133,2014,April,Saturday,Suicide-related
6134,2014,April,Saturday,Person in Crisis
6135,2014,April,Saturday,Person in Crisis
6136,2014,April,Saturday,Person in Crisis
6137,2014,April,Saturday,Overdose
6138,2014,April,Saturday,Person in Crisis
6139,2014,April,Saturday,Suicide-related
6140,2014,April,Saturday,Person in Crisis
6141,2014,April,Saturday,Person in Crisis
6142,2014,April,Saturday,Suicide-related
6143,2014,April,Saturday,Person in Crisis
6144,2014,April,Saturday,Person in Crisis
6145,2014,April,Saturday,Person in Crisis
6146,2014,April,Saturday,Suicide-related
6147,2014,April,Sunday,Person in Crisis
6148,2014,April,Sunday,Suicide-related
6149,2014,April,Sunday,Overdose
6150,2014,April,Sunday,Person in Crisis
6151,2014,April,Sunday,Overdose
6152,2014,April,Sunday,Suicide-related
6153,2014,April,Sunday,Person in Crisis
6154,2014,April,Sunday,Suicide-related
6155,2014,April,Sunday,Suicide-related
6156,2014,April,Sunday,Person in Crisis
6157,2014,April,Sunday,Suicide-related
6158,2014,April,Sunday,Suicide-related
6159,2014,April,Sunday,Suicide-related
6160,2014,April,Sunday,Person in Crisis
6161,2014,April,Sunday,Person in Crisis
6162,2014,April,Sunday,Person in Crisis
6163,2014,April,Sunday,Suicide-related
6164,2014,April,Sunday,Suicide-related
6165,2014,April,Sunday,Person in Crisis
6166,2014,April,Sunday,Person in Crisis
6167,2014,April,Sunday,Suicide-related
6168,2014,April,Sunday,Person in Crisis
6169,2014,April,Sunday,Person in Crisis
6170,2014,April,Sunday,Person in Crisis
6171,2014,April,Sunday,Person in Crisis
6172,2014,April,Sunday,Suicide-related
6173,2014,April,Sunday,Person in Crisis
6174,2014,April,Sunday,Overdose
6175,2014,April,Sunday,Person in Crisis
6176,2014,April,Sunday,Suicide-related
6177,2014,April,Sunday,Suicide-related
6178,2014,April,Sunday,Person in Crisis
6179,2014,April,Sunday,Person in Crisis
6180,2014,April,Sunday,Suicide-related
6181,2014,April,Sunday,Suicide-related
6182,2014,April,Sunday,Person in Crisis
6183,2014,April,Sunday,Suicide-related
6184,2014,April,Sunday,Suicide-related
6185,2014,April,Sunday,Person in Crisis
6186,2014,April,Sunday,Person in Crisis
6187,2014,April,Sunday,Person in Crisis
6188,2014,April,Sunday,Person in Crisis
6189,2014,April,Sunday,Overdose
6190,2014,April,Sunday,Suicide-related
6191,2014,April,Sunday,Overdose
6192,2014,April,Sunday,Person in Crisis
6193,2014,April,Sunday,Suicide-related
6194,2014,April,Sunday,Person in Crisis
6195,2014,April,Sunday,Suicide-related
6196,2014,April,Monday,Person in Crisis
6197,2014,April,Monday,Person in Crisis
6198,2014,April,Monday,Person in Crisis
6199,2014,April,Monday,Person in Crisis
6200,2014,April,Monday,Person in Crisis
6201,2014,April,Monday,Person in Crisis
6202,2014,April,Monday,Overdose
6203,2014,April,Monday,Person in Crisis
6204,2014,April,Monday,Suicide-related
6205,2014,April,Monday,Suicide-related
6206,2014,April,Monday,Suicide-related
6207,2014,April,Monday,Suicide-related
6208,2014,April,Monday,Suicide-related
6209,2014,April,Monday,Person in Crisis
6210,2014,April,Monday,Suicide-related
6211,2014,April,Monday,Person in Crisis
6212,2014,April,Monday,Person in Crisis
6213,2014,April,Monday,Suicide-related
6214,2014,April,Monday,Person in Crisis
6215,2014,April,Monday,Person in Crisis
6216,2014,April,Monday,Overdose
6217,2014,April,Monday,Person in Crisis
6218,2014,April,Monday,Person in Crisis
6219,2014,April,Monday,Person in Crisis
6220,2014,April,Monday,Person in Crisis
6221,2014,April,Monday,Suicide-related
6222,2014,April,Monday,Overdose
6223,2014,April,Monday,Overdose
6224,2014,April,Monday,Overdose
6225,2014,April,Monday,Suicide-related
6226,2014,April,Monday,Person in Crisis
6227,2014,April,Monday,Person in Crisis
6228,2014,April,Monday,Suicide-related
6229,2014,April,Monday,Person in Crisis
6230,2014,April,Monday,Suicide-related
6231,2014,April,Monday,Person in Crisis
6232,2014,April,Monday,Suicide-related
6233,2014,April,Monday,Person in Crisis
6234,2014,April,Monday,Person in Crisis
6235,2014,April,Monday,Overdose
6236,2014,April,Monday,Suicide-related
6237,2014,April,Monday,Suicide-related
6238,2014,April,Monday,Suicide-related
6239,2014,April,Tuesday,Person in Crisis
6240,2014,April,Tuesday,Overdose
6241,2014,April,Tuesday,Person in Crisis
6242,2014,April,Tuesday,Person in Crisis
6243,2014,April,Tuesday,Person in Crisis
6244,2014,April,Tuesday,Person in Crisis
6245,2014,April,Tuesday,Person in Crisis
6246,2014,April,Tuesday,Suicide-related
6247,2014,April,Tuesday,Person in Crisis
6248,2014,April,Tuesday,Person in Crisis
6249,2014,April,Tuesday,Person in Crisis
6250,2014,April,Tuesday,Suicide-related
6251,2014,April,Tuesday,Person in Crisis
6252,2014,April,Tuesday,Person in Crisis
6253,2014,April,Tuesday,Suicide-related
6254,2014,April,Tuesday,Person in Crisis
6255,2014,April,Tuesday,Suicide-related
6256,2014,April,Tuesday,Person in Crisis
6257,2014,April,Tuesday,Person in Crisis
6258,2014,April,Tuesday,Suicide-related
6259,2014,April,Tuesday,Person in Crisis
6260,2014,April,Tuesday,Person in Crisis
6261,2014,April,Tuesday,Person in Crisis
6262,2014,April,Tuesday,Person in Crisis
6263,2014,April,Tuesday,Person in Crisis
6264,2014,April,Tuesday,Suicide-related
6265,2014,April,Tuesday,Person in Crisis
6266,2014,April,Tuesday,Suicide-related
6267,2014,April,Tuesday,Person in Crisis
6268,2014,April,Tuesday,Suicide-related
6269,2014,April,Tuesday,Suicide-related
6270,2014,April,Tuesday,Person in Crisis
6271,2014,April,Tuesday,Suicide-related
6272,2014,April,Tuesday,Person in Crisis
6273,2014,April,Tuesday,Person in Crisis
6274,2014,April,Tuesday,Person in Crisis
6275,2014,April,Tuesday,Person in Crisis
6276,2014,April,Tuesday,Suicide-related
6277,2014,April,Tuesday,Person in Crisis
6278,2014,April,Tuesday,Person in Crisis
6279,2014,April,Tuesday,Person in Crisis
6280,2014,April,Tuesday,Person in Crisis
6281,2014,April,Tuesday,Overdose
6282,2014,April,Tuesday,Suicide-related
6283,2014,April,Tuesday,Person in Crisis
6284,2014,April,Tuesday,Person in Crisis
6285,2014,April,Tuesday,Person in Crisis
6286,2014,April,Tuesday,Person in Crisis
6287,2014,April,Tuesday,Overdose
6288,2014,April,Tuesday,Person in Crisis
6289,2014,April,Tuesday,Person in Crisis
6290,2014,April,Tuesday,Suicide-related
6291,2014,April,Tuesday,Suicide-related
6292,2014,April,Tuesday,Person in Crisis
6293,2014,April,Tuesday,Overdose
6294,2014,April,Tuesday,Person in Crisis
6295,2014,April,Tuesday,Person in Crisis
6296,2014,April,Tuesday,Person in Crisis
6297,2014,April,Tuesday,Suicide-related
6298,2014,April,Tuesday,Person in Crisis
6299,2014,April,Tuesday,Person in Crisis
6300,2014,April,Wednesday,Person in Crisis
6301,2014,April,Wednesday,Person in Crisis
6302,2014,April,Wednesday,Overdose
6303,2014,April,Wednesday,Person in Crisis
6304,2014,April,Wednesday,Person in Crisis
6305,2014,April,Wednesday,Person in Crisis
6306,2014,April,Wednesday,Person in Crisis
6307,2014,April,Wednesday,Suicide-related
6308,2014,April,Wednesday,Suicide-related
6309,2014,April,Wednesday,Suicide-related
6310,2014,April,Wednesday,Person in Crisis
6311,2014,April,Wednesday,Person in Crisis
6312,2014,April,Wednesday,Person in Crisis
6313,2014,April,Wednesday,Person in Crisis
6314,2014,April,Wednesday,Person in Crisis
6315,2014,April,Wednesday,Person in Crisis
6316,2014,April,Wednesday,Person in Crisis
6317,2014,April,Wednesday,Person in Crisis
6318,2014,April,Wednesday,Suicide-related
6319,2014,April,Wednesday,Person in Crisis
6320,2014,April,Wednesday,Suicide-related
6321,2014,April,Wednesday,Person in Crisis
6322,2014,April,Wednesday,Suicide-related
6323,2014,April,Wednesday,Person in Crisis
6324,2014,April,Wednesday,Person in Crisis
6325,2014,April,Wednesday,Person in Crisis
6326,2014,April,Wednesday,Person in Crisis
6327,2014,April,Wednesday,Person in Crisis
6328,2014,April,Wednesday,Overdose
6329,2014,April,Wednesday,Suicide-related
6330,2014,April,Wednesday,Suicide-related
6331,2014,April,Wednesday,Person in Crisis
6332,2014,April,Wednesday,Person in Crisis
6333,2014,April,Wednesday,Suicide-related
6334,2014,April,Wednesday,Suicide-related
6335,2014,April,Wednesday,Person in Crisis
6336,2014,April,Wednesday,Suicide-related
6337,2014,April,Wednesday,Suicide-related
6338,2014,April,Wednesday,Person in Crisis
6339,2014,April,Wednesday,Suicide-related
6340,2014,April,Wednesday,Person in Crisis
6341,2014,April,Wednesday,Suicide-related
6342,2014,April,Wednesday,Person in Crisis
6343,2014,April,Wednesday,Overdose
6344,2014,April,Wednesday,Person in Crisis
6345,2014,April,Wednesday,Person in Crisis
6346,2014,April,Wednesday,Person in Crisis
6347,2014,April,Wednesday,Person in Crisis
6348,2014,April,Wednesday,Person in Crisis
6349,2014,April,Wednesday,Suicide-related
6350,2014,April,Wednesday,Person in Crisis
6351,2014,April,Wednesday,Person in Crisis
6352,2014,April,Wednesday,Person in Crisis
6353,2014,April,Thursday,Person in Crisis
6354,2014,April,Thursday,Person in Crisis
6355,2014,April,Thursday,Suicide-related
6356,2014,April,Thursday,Person in Crisis
6357,2014,April,Thursday,Overdose
6358,2014,April,Thursday,Person in Crisis
6359,2014,April,Thursday,Person in Crisis
6360,2014,April,Thursday,Suicide-related
6361,2014,April,Thursday,Person in Crisis
6362,2014,April,Thursday,Suicide-related
6363,2014,April,Thursday,Person in Crisis
6364,2014,April,Thursday,Person in Crisis
6365,2014,April,Thursday,Person in Crisis
6366,2014,April,Thursday,Person in Crisis
6367,2014,April,Thursday,Person in Crisis
6368,2014,April,Thursday,Person in Crisis
6369,2014,April,Thursday,Suicide-related
6370,2014,April,Thursday,Suicide-related
6371,2014,April,Thursday,Person in Crisis
6372,2014,April,Thursday,Suicide-related
6373,2014,April,Thursday,Suicide-related
6374,2014,April,Thursday,Suicide-related
6375,2014,April,Thursday,Person in Crisis
6376,2014,April,Thursday,Person in Crisis
6377,2014,April,Thursday,Person in Crisis
6378,2014,April,Thursday,Person in Crisis
6379,2014,April,Thursday,Suicide-related
6380,2014,April,Thursday,Person in Crisis
6381,2014,April,Thursday,Person in Crisis
6382,2014,April,Thursday,Person in Crisis
6383,2014,April,Thursday,Suicide-related
6384,2014,April,Thursday,Person in Crisis
6385,2014,April,Thursday,Suicide-related
6386,2014,April,Thursday,Person in Crisis
6387,2014,April,Thursday,Suicide-related
6388,2014,April,Thursday,Suicide-related
6389,2014,April,Thursday,Suicide-related
6390,2014,April,Thursday,Person in Crisis
6391,2014,April,Thursday,Suicide-related
6392,2014,April,Thursday,Person in Crisis
6393,2014,April,Thursday,Person in Crisis
6394,2014,April,Thursday,Suicide-related
6395,2014,April,Thursday,Person in Crisis
6396,2014,April,Thursday,Person in Crisis
6397,2014,April,Thursday,Overdose
6398,2014,April,Thursday,Person in Crisis
6399,2014,April,Thursday,Suicide-related
6400,2014,April,Thursday,Person in Crisis
6401,2014,April,Thursday,Person in Crisis
6402,2014,April,Thursday,Person in Crisis
6403,2014,April,Thursday,Person in Crisis
6404,2014,April,Thursday,Person in Crisis
6405,2014,April,Thursday,Suicide-related
6406,2014,April,Thursday,Person in Crisis
6407,2014,April,Thursday,Person in Crisis
6408,2014,April,Thursday,Person in Crisis
6409,2014,April,Thursday,Suicide-related
6410,2014,April,Thursday,Suicide-related
6411,2014,April,Thursday,Person in Crisis
6412,2014,April,Thursday,Person in Crisis
6413,2014,April,Thursday,Suicide-related
6414,2014,April,Thursday,Person in Crisis
6415,2014,April,Thursday,Person in Crisis
6416,2014,April,Thursday,Overdose
6417,2014,April,Thursday,Person in Crisis
6418,2014,April,Thursday,Suicide-related
6419,2014,April,Thursday,Suicide-related
6420,2014,April,Thursday,Person in Crisis
6421,2014,April,Thursday,Suicide-related
6422,2014,April,Thursday,Suicide-related
6423,2014,April,Thursday,Suicide-related
6424,2014,April,Thursday,Person in Crisis
6425,2014,April,Thursday,Suicide-related
6426,2014,April,Thursday,Suicide-related
6427,2014,April,Thursday,Person in Crisis
6428,2014,April,Thursday,Person in Crisis
6429,2014,April,Thursday,Overdose
6430,2014,April,Thursday,Suicide-related
6431,2014,April,Thursday,Person in Crisis
6432,2014,April,Thursday,Person in Crisis
6433,2014,April,Thursday,Person in Crisis
6434,2014,April,Thursday,Person in Crisis
6435,2014,April,Thursday,Suicide-related
6436,2014,April,Thursday,Suicide-related
6437,2014,April,Thursday,Person in Crisis
6438,2014,April,Thursday,Person in Crisis
6439,2014,April,Friday,Person in Crisis
6440,2014,April,Friday,Person in Crisis
6441,2014,April,Friday,Person in Crisis
6442,2014,April,Friday,Person in Crisis
6443,2014,April,Friday,Person in Crisis
6444,2014,April,Friday,Suicide-related
6445,2014,April,Friday,Person in Crisis
6446,2014,April,Friday,Suicide-related
6447,2014,April,Friday,Person in Crisis
6448,2014,April,Friday,Suicide-related
6449,2014,April,Friday,Suicide-related
6450,2014,April,Friday,Person in Crisis
6451,2014,April,Friday,Person in Crisis
6452,2014,April,Friday,Person in Crisis
6453,2014,April,Friday,Person in Crisis
6454,2014,April,Friday,Person in Crisis
6455,2014,April,Friday,Person in Crisis
6456,2014,April,Friday,Person in Crisis
6457,2014,April,Friday,Person in Crisis
6458,2014,April,Friday,Person in Crisis
6459,2014,April,Friday,Person in Crisis
6460,2014,April,Friday,Person in Crisis
6461,2014,April,Friday,Suicide-related
6462,2014,April,Friday,Person in Crisis
6463,2014,April,Friday,Suicide-related
6464,2014,April,Friday,Suicide-related
6465,2014,April,Friday,Person in Crisis
6466,2014,April,Friday,Suicide-related
6467,2014,April,Friday,Person in Crisis
6468,2014,April,Friday,Overdose
6469,2014,April,Friday,Suicide-related
6470,2014,April,Friday,Suicide-related
6471,2014,April,Friday,Person in Crisis
6472,2014,April,Friday,Suicide-related
6473,2014,April,Friday,Person in Crisis
6474,2014,April,Friday,Overdose
6475,2014,April,Friday,Person in Crisis
6476,2014,April,Friday,Suicide-related
6477,2014,April,Friday,Person in Crisis
6478,2014,April,Friday,Overdose
6479,2014,April,Friday,Person in Crisis
6480,2014,April,Friday,Person in Crisis
6481,2014,April,Friday,Person in Crisis
6482,2014,April,Friday,Person in Crisis
6483,2014,April,Friday,Overdose
6484,2014,April,Friday,Suicide-related
6485,2014,April,Friday,Person in Crisis
6486,2014,April,Saturday,Person in Crisis
6487,2014,April,Saturday,Suicide-related
6488,2014,April,Saturday,Person in Crisis
6489,2014,April,Saturday,Person in Crisis
6490,2014,April,Saturday,Person in Crisis
6491,2014,April,Saturday,Person in Crisis
6492,2014,April,Saturday,Person in Crisis
6493,2014,April,Saturday,Person in Crisis
6494,2014,April,Saturday,Suicide-related
6495,2014,April,Saturday,Person in Crisis
6496,2014,April,Saturday,Person in Crisis
6497,2014,April,Saturday,Suicide-related
6498,2014,April,Saturday,Person in Crisis
6499,2014,April,Saturday,Person in Crisis
6500,2014,April,Saturday,Person in Crisis
6501,2014,April,Saturday,Person in Crisis
6502,2014,April,Saturday,Person in Crisis
6503,2014,April,Saturday,Person in Crisis
6504,2014,April,Saturday,Suicide-related
6505,2014,April,Saturday,Suicide-related
6506,2014,April,Saturday,Person in Crisis
6507,2014,April,Saturday,Person in Crisis
6508,2014,April,Saturday,Person in Crisis
6509,2014,April,Saturday,Person in Crisis
6510,2014,April,Saturday,Person in Crisis
6511,2014,April,Saturday,Person in Crisis
6512,2014,April,Saturday,Person in Crisis
6513,2014,April,Saturday,Overdose
6514,2014,April,Saturday,Suicide-related
6515,2014,April,Saturday,Person in Crisis
6516,2014,April,Saturday,Person in Crisis
6517,2014,April,Saturday,Person in Crisis
6518,2014,April,Saturday,Suicide-related
6519,2014,April,Saturday,Suicide-related
6520,2014,April,Saturday,Overdose
6521,2014,April,Saturday,Suicide-related
6522,2014,April,Saturday,Person in Crisis
6523,2014,April,Saturday,Person in Crisis
6524,2014,April,Saturday,Person in Crisis
6525,2014,April,Saturday,Person in Crisis
6526,2014,April,Saturday,Person in Crisis
6527,2014,April,Sunday,Overdose
6528,2014,April,Sunday,Person in Crisis
6529,2014,April,Sunday,Person in Crisis
6530,2014,April,Sunday,Person in Crisis
6531,2014,April,Sunday,Person in Crisis
6532,2014,April,Sunday,Suicide-related
6533,2014,April,Sunday,Person in Crisis
6534,2014,April,Sunday,Person in Crisis
6535,2014,April,Sunday,Person in Crisis
6536,2014,April,Sunday,Person in Crisis
6537,2014,April,Sunday,Person in Crisis
6538,2014,April,Sunday,Overdose
6539,2014,April,Sunday,Suicide-related
6540,2014,April,Sunday,Person in Crisis
6541,2014,April,Sunday,Person in Crisis
6542,2014,April,Sunday,Person in Crisis
6543,2014,April,Sunday,Person in Crisis
6544,2014,April,Sunday,Overdose
6545,2014,April,Sunday,Person in Crisis
6546,2014,April,Sunday,Suicide-related
6547,2014,April,Sunday,Person in Crisis
6548,2014,April,Sunday,Suicide-related
6549,2014,April,Sunday,Person in Crisis
6550,2014,April,Sunday,Suicide-related
6551,2014,April,Sunday,Person in Crisis
6552,2014,April,Sunday,Person in Crisis
6553,2014,April,Sunday,Suicide-related
6554,2014,April,Sunday,Suicide-related
6555,2014,April,Sunday,Suicide-related
6556,2014,April,Sunday,Person in Crisis
6557,2014,April,Sunday,Person in Crisis
6558,2014,April,Sunday,Person in Crisis
6559,2014,April,Sunday,Person in Crisis
6560,2014,April,Sunday,Person in Crisis
6561,2014,April,Sunday,Person in Crisis
6562,2014,April,Sunday,Person in Crisis
6563,2014,April,Sunday,Person in Crisis
6564,2014,April,Sunday,Suicide-related
6565,2014,April,Sunday,Suicide-related
6566,2014,April,Sunday,Suicide-related
6567,2014,April,Sunday,Suicide-related
6568,2014,April,Sunday,Suicide-related
6569,2014,April,Sunday,Person in Crisis
6570,2014,April,Sunday,Person in Crisis
6571,2014,April,Sunday,Person in Crisis
6572,2014,April,Sunday,Person in Crisis
6573,2014,April,Sunday,Person in Crisis
6574,2014,April,Sunday,Person in Crisis
6575,2014,April,Sunday,Person in Crisis
6576,2014,April,Monday,Person in Crisis
6577,2014,April,Monday,Suicide-related
6578,2014,April,Monday,Suicide-related
6579,2014,April,Monday,Suicide-related
6580,2014,April,Monday,Overdose
6581,2014,April,Monday,Person in Crisis
6582,2014,April,Monday,Suicide-related
6583,2014,April,Monday,Person in Crisis
6584,2014,April,Monday,Person in Crisis
6585,2014,April,Monday,Suicide-related
6586,2014,April,Monday,Suicide-related
6587,2014,April,Monday,Person in Crisis
