_id,OBJECTID,EVENT_ID,EVENT_DATE,EVENT_YEAR,EVENT_MONTH,EVENT_DOW,EVENT_HOUR,EVENT_TYPE,DIVISION,OCCURRENCE_CREATED,APPREHENSION_MADE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140
7358,7358,2035440,NA,2014,May,Saturday,0,Person in Crisis,D53,No,No,95,Annex,95,Annex (95)
7359,7359,2039710,NA,2014,May,Saturday,17,Suicide-related,D12,No,No,113,Weston,113,Weston (113)
7360,7360,2038405,NA,2014,May,Saturday,13,Person in Crisis,D11,No,No,90,Junction Area,90,Junction Area (90)
7361,7361,2037235,NA,2014,May,Saturday,9,Person in Crisis,D33,No,No,52,Bayview Village,52,Bayview Village (52)
7362,7362,2040977,NA,2014,May,Saturday,21,Suicide-related,D32,No,No,151,Yonge-Doris,51,Willowdale East (51)
7363,7363,2039951,NA,2014,May,Saturday,18,Overdose,D51,Yes,Yes,168,Downtown Yonge East,75,Church-Yonge Corridor (75)
7364,7364,2038609,NA,2014,May,Saturday,14,Person in Crisis,D43,Yes,No,123,Cliffcrest,123,Cliffcrest (123)
7365,7365,2040418,NA,2014,May,Saturday,19,Person in Crisis,D55,Yes,No,70,South Riverdale,70,South Riverdale (70)
7366,7366,2041117,NA,2014,May,Saturday,21,Person in Crisis,D43,No,No,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137)
7367,7367,2038702,NA,2014,May,Saturday,14,Overdose,D41,Yes,Yes,125,Ionview,125,Ionview (125)
7368,7368,2037832,NA,2014,May,Saturday,11,Overdose,D52,No,No,170,Yonge-Bay Corridor,76,Bay Street Corridor (76)
7369,7369,2039813,NA,2014,May,Saturday,17,Person in Crisis,D11,No,No,90,Junction Area,90,Junction Area (90)
7370,7370,2041214,NA,2014,May,Saturday,22,Person in Crisis,D53,Yes,Yes,95,Annex,95,Annex (95)
7371,7371,2036753,NA,2014,May,Saturday,7,Person in Crisis,D53,No,No,95,Annex,95,Annex (95)
7372,7372,2039185,NA,2014,May,Saturday,15,Person in Crisis,D13,No,No,94,Wychwood,94,Wychwood (94)
7373,7373,2037947,NA,2014,May,Saturday,12,Person in Crisis,D43,No,No,135,Morningside,135,Morningside (135)
7374,7374,2040954,NA,2014,May,Saturday,21,Suicide-related,D14,No,No,85,South Parkdale,85,South Parkdale (85)
7375,7375,2040736,NA,2014,May,Saturday,20,Person in Crisis,D51,No,No,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71)
7376,7376,2038167,NA,2014,May,Saturday,12,Person in Crisis,D53,No,No,97,Yonge-St.Clair,97,Yonge-St.Clair (97)
7377,7377,2040266,NA,2014,May,Saturday,19,Person in Crisis,D32,No,No,38,Lansing-Westgate,38,Lansing-Westgate (38)
7378,7378,2043829,NA,2014,May,Sunday,11,Person in Crisis,D32,No,No,36,Newtonbrook West,36,Newtonbrook West (36)
7379,7379,2043112,NA,2014,May,Sunday,8,Person in Crisis,D54,No,No,54,O'Connor-Parkview,54,O'Connor-Parkview (54)
7380,7380,2047371,NA,2014,May,Sunday,22,Person in Crisis,D41,No,No,139,Scarborough Village,139,Scarborough Village (139)
7381,7381,2046268,NA,2014,May,Sunday,19,Suicide-related,D14,Yes,Yes,78,Kensington-Chinatown,78,Kensington-Chinatown (78)
7382,7382,2043018,NA,2014,May,Sunday,7,Person in Crisis,D53,No,No,97,Yonge-St.Clair,97,Yonge-St.Clair (97)
7383,7383,2045657,NA,2014,May,Sunday,17,Person in Crisis,D14,No,No,79,University,79,University (79)
7384,7384,2046746,NA,2014,May,Sunday,20,Suicide-related,D43,Yes,No,136,West Hill,136,West Hill (136)
7385,7385,2045491,NA,2014,May,Sunday,16,Person in Crisis,D33,No,No,52,Bayview Village,52,Bayview Village (52)
7386,7386,2045506,NA,2014,May,Sunday,16,Overdose,D55,No,No,65,Greenwood-Coxwell,65,Greenwood-Coxwell (65)
7387,7387,2044114,NA,2014,May,Sunday,12,Person in Crisis,D54,No,No,54,O'Connor-Parkview,54,O'Connor-Parkview (54)
7388,7388,2046693,NA,2014,May,Sunday,20,Person in Crisis,D53,Yes,No,55,Thorncliffe Park,55,Thorncliffe Park (55)
7389,7389,2042172,NA,2014,May,Sunday,1,Person in Crisis,D14,No,No,NSA,NSA,NSA,NSA
7390,7390,2044222,NA,2014,May,Sunday,12,Suicide-related,D55,No,No,70,South Riverdale,70,South Riverdale (70)
7391,7391,2045475,NA,2014,May,Sunday,16,Suicide-related,D53,No,No,55,Thorncliffe Park,55,Thorncliffe Park (55)
7392,7392,2043211,NA,2014,May,Sunday,8,Overdose,D53,Yes,Yes,95,Annex,95,Annex (95)
7393,7393,2044080,NA,2014,May,Sunday,12,Person in Crisis,D22,Yes,No,159,Etobicoke City Centre,14,Islington-City Centre West (14)
7394,7394,2043785,NA,2014,May,Sunday,11,Person in Crisis,D11,No,No,85,South Parkdale,85,South Parkdale (85)
7395,7395,2043490,NA,2014,May,Sunday,10,Person in Crisis,D14,No,No,85,South Parkdale,85,South Parkdale (85)
7396,7396,2047222,NA,2014,May,Sunday,22,Suicide-related,D51,No,No,73,Moss Park,73,Moss Park (73)
7397,7397,2045063,NA,2014,May,Sunday,15,Person in Crisis,D12,Yes,No,29,Maple Leaf,29,Maple Leaf (29)
7398,7398,2044257,NA,2014,May,Sunday,12,Person in Crisis,D53,Yes,No,41,Bridle Path-Sunnybrook-York Mills,41,Bridle Path-Sunnybrook-York Mills (41)
7399,7399,2041998,NA,2014,May,Sunday,1,Person in Crisis,D41,No,No,126,Dorset Park,126,Dorset Park (126)
7400,7400,2042296,NA,2014,May,Sunday,2,Person in Crisis,D53,No,No,41,Bridle Path-Sunnybrook-York Mills,41,Bridle Path-Sunnybrook-York Mills (41)
7401,7401,2044855,NA,2014,May,Sunday,14,Person in Crisis,D51,No,No,73,Moss Park,73,Moss Park (73)
7402,7402,2045327,NA,2014,May,Sunday,16,Person in Crisis,D22,Yes,No,158,Islington,14,Islington-City Centre West (14)
7403,7403,2041961,NA,2014,May,Sunday,1,Person in Crisis,D51,No,No,168,Downtown Yonge East,75,Church-Yonge Corridor (75)
7404,7404,2043686,NA,2014,May,Sunday,10,Person in Crisis,D51,No,No,73,Moss Park,73,Moss Park (73)
7405,7405,2047013,NA,2014,May,Sunday,21,Suicide-related,D14,Yes,No,84,Little Portugal,84,Little Portugal (84)
7406,7406,2047366,NA,2014,May,Sunday,22,Person in Crisis,D43,No,No,136,West Hill,136,West Hill (136)
7407,7407,2047205,NA,2014,May,Sunday,22,Person in Crisis,D12,No,No,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110)
7408,7408,2045550,NA,2014,May,Sunday,16,Suicide-related,D33,No,No,52,Bayview Village,52,Bayview Village (52)
7409,7409,2043846,NA,2014,May,Sunday,11,Person in Crisis,D14,No,No,78,Kensington-Chinatown,78,Kensington-Chinatown (78)
7410,7410,2042075,NA,2014,May,Sunday,1,Suicide-related,D13,Yes,No,109,Caledonia-Fairbank,109,Caledonia-Fairbank (109)
7411,7411,2046349,NA,2014,May,Sunday,19,Suicide-related,D43,Yes,Yes,123,Cliffcrest,123,Cliffcrest (123)
7412,7412,2046406,NA,2014,May,Sunday,19,Suicide-related,D51,No,No,73,Moss Park,73,Moss Park (73)
7413,7413,2047056,NA,2014,May,Sunday,21,Person in Crisis,D55,No,No,70,South Riverdale,70,South Riverdale (70)
7414,7414,2041941,NA,2014,May,Sunday,0,Person in Crisis,D23,No,No,1,West Humber-Clairville,1,West Humber-Clairville (1)
7415,7415,2045975,NA,2014,May,Sunday,18,Suicide-related,D13,No,No,102,Forest Hill North,102,Forest Hill North (102)
7416,7416,2043840,NA,2014,May,Sunday,11,Suicide-related,D14,Yes,No,85,South Parkdale,85,South Parkdale (85)
7417,7417,2042035,NA,2014,May,Sunday,1,Person in Crisis,D33,No,No,52,Bayview Village,52,Bayview Village (52)
7418,7418,2044083,NA,2014,May,Sunday,12,Suicide-related,D53,No,No,56,Leaside-Bennington,56,Leaside-Bennington (56)
7419,7419,2046656,NA,2014,May,Sunday,20,Suicide-related,D54,No,No,69,Blake-Jones,69,Blake-Jones (69)
7420,7420,2042626,NA,2014,May,Sunday,4,Person in Crisis,D31,No,No,27,York University Heights,27,York University Heights (27)
7421,7421,2046564,NA,2014,May,Sunday,20,Suicide-related,D23,Yes,No,7,Willowridge-Martingrove-Richview,7,Willowridge-Martingrove-Richview (7)
7422,7422,2046284,NA,2014,May,Sunday,19,Person in Crisis,D32,Yes,Yes,153,Avondale,51,Willowdale East (51)
7423,7423,2047016,NA,2014,May,Sunday,21,Person in Crisis,D42,Yes,Yes,147,L'Amoreaux West,117,L'Amoreaux (117)
7424,7424,2047364,NA,2014,May,Sunday,22,Suicide-related,D14,No,No,80,Palmerston-Little Italy,80,Palmerston-Little Italy (80)
7425,7425,2041736,NA,2014,May,Sunday,0,Person in Crisis,D14,Yes,Yes,162,West Queen West,82,Niagara (82)
7426,7426,2042440,NA,2014,May,Sunday,3,Person in Crisis,D54,No,No,66,Danforth,66,Danforth (66)
7427,7427,2043065,NA,2014,May,Sunday,8,Person in Crisis,D23,No,No,1,West Humber-Clairville,1,West Humber-Clairville (1)
7428,7428,2042453,NA,2014,May,Sunday,3,Person in Crisis,D53,Yes,No,41,Bridle Path-Sunnybrook-York Mills,41,Bridle Path-Sunnybrook-York Mills (41)
7429,7429,2047605,NA,2014,May,Sunday,23,Suicide-related,D31,Yes,Yes,27,York University Heights,27,York University Heights (27)
7430,7430,2045618,NA,2014,May,Sunday,17,Overdose,D11,Yes,Yes,89,Runnymede-Bloor West Village,89,Runnymede-Bloor West Village (89)
7431,7431,2044405,NA,2014,May,Sunday,13,Person in Crisis,D11,No,No,90,Junction Area,90,Junction Area (90)
7432,7432,2042200,NA,2014,May,Sunday,2,Person in Crisis,D13,No,No,106,Humewood-Cedarvale,106,Humewood-Cedarvale (106)
7433,7433,2044534,NA,2014,May,Sunday,13,Person in Crisis,D23,Yes,Yes,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2)
7434,7434,2052775,NA,2014,May,Monday,18,Person in Crisis,D22,No,No,16,Stonegate-Queensway,16,Stonegate-Queensway (16)
7435,7435,2050981,NA,2014,May,Monday,13,Suicide-related,D14,No,No,162,West Queen West,82,Niagara (82)
7436,7436,2052341,NA,2014,May,Monday,16,Overdose,D52,Yes,No,78,Kensington-Chinatown,78,Kensington-Chinatown (78)
7437,7437,2047959,NA,2014,May,Monday,1,Overdose,D41,Yes,Yes,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120)
7438,7438,2053366,NA,2014,May,Monday,19,Person in Crisis,D33,Yes,Yes,52,Bayview Village,52,Bayview Village (52)
7439,7439,2049691,NA,2014,May,Monday,10,Person in Crisis,D14,No,No,79,University,79,University (79)
7440,7440,2052049,NA,2014,May,Monday,16,Person in Crisis,D51,No,No,167,Church-Wellesley,75,Church-Yonge Corridor (75)
7441,7441,2047850,NA,2014,May,Monday,1,Person in Crisis,D11,Yes,Yes,88,High Park North,88,High Park North (88)
7442,7442,2049063,NA,2014,May,Monday,8,Person in Crisis,D14,No,No,78,Kensington-Chinatown,78,Kensington-Chinatown (78)
7443,7443,2051658,NA,2014,May,Monday,15,Person in Crisis,D52,No,No,78,Kensington-Chinatown,78,Kensington-Chinatown (78)
7444,7444,2048579,NA,2014,May,Monday,6,Person in Crisis,D43,Yes,No,135,Morningside,135,Morningside (135)
7445,7445,2052218,NA,2014,May,Monday,16,Suicide-related,D42,No,No,129,Agincourt North,129,Agincourt North (129)
7446,7446,2053502,NA,2014,May,Monday,20,Overdose,D43,Yes,No,139,Scarborough Village,139,Scarborough Village (139)
7447,7447,2052025,NA,2014,May,Monday,16,Suicide-related,D33,No,No,52,Bayview Village,52,Bayview Village (52)
7448,7448,2051152,NA,2014,May,Monday,14,Suicide-related,D32,No,No,35,Westminster-Branson,35,Westminster-Branson (35)
7449,7449,2050362,NA,2014,May,Monday,12,Person in Crisis,D51,No,No,168,Downtown Yonge East,75,Church-Yonge Corridor (75)
7450,7450,2050441,NA,2014,May,Monday,12,Person in Crisis,D53,No,No,99,Mount Pleasant East,99,Mount Pleasant East (99)
7451,7451,2049156,NA,2014,May,Monday,8,Person in Crisis,D14,No,No,85,South Parkdale,85,South Parkdale (85)
7452,7452,2050030,NA,2014,May,Monday,11,Overdose,D11,No,No,90,Junction Area,90,Junction Area (90)
7453,7453,2049960,NA,2014,May,Monday,10,Person in Crisis,D32,No,No,37,Willowdale West,37,Willowdale West (37)
7454,7454,2052711,NA,2014,May,Monday,18,Overdose,D43,No,No,138,Eglinton East,138,Eglinton East (138)
7455,7455,2049357,NA,2014,May,Monday,9,Person in Crisis,D31,Yes,Yes,21,Humber Summit,21,Humber Summit (21)
7456,7456,2053678,NA,2014,May,Monday,20,Suicide-related,D11,Yes,Yes,88,High Park North,88,High Park North (88)
7457,7457,2048737,NA,2014,May,Monday,7,Person in Crisis,D51,No,No,168,Downtown Yonge East,75,Church-Yonge Corridor (75)
7458,7458,2053990,NA,2014,May,Monday,22,Suicide-related,D41,No,No,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120)
7459,7459,2051783,NA,2014,May,Monday,15,Suicide-related,D23,No,No,1,West Humber-Clairville,1,West Humber-Clairville (1)
7460,7460,2049185,NA,2014,May,Monday,8,Person in Crisis,D33,Yes,No,47,Don Valley Village,47,Don Valley Village (47)
7461,7461,2048225,NA,2014,May,Monday,4,Suicide-related,D41,Yes,No,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122)
7462,7462,2051529,NA,2014,May,Monday,15,Person in Crisis,D42,Yes,Yes,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128)
7463,7463,2052687,NA,2014,May,Monday,17,Person in Crisis,D52,No,No,169,Bay-Cloverhill,76,Bay Street Corridor (76)
7464,7464,2051273,NA,2014,May,Monday,14,Person in Crisis,D41,No,No,124,Kennedy Park,125,Ionview (125)
7465,7465,2050761,NA,2014,May,Monday,13,Person in Crisis,D32,Yes,No,33,Clanton Park,33,Clanton Park (33)
7466,7466,2052928,NA,2014,May,Monday,18,Overdose,D31,No,No,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26)
7467,7467,2052800,NA,2014,May,Monday,18,Person in Crisis,D53,Yes,Yes,39,Bedford Park-Nortown,39,Bedford Park-Nortown (39)
7468,7468,2052273,NA,2014,May,Monday,16,Suicide-related,D13,Yes,Yes,32,Englemount-Lawrence,32,Englemount-Lawrence (32)
7469,7469,2048621,NA,2014,May,Monday,7,Person in Crisis,D32,No,No,36,Newtonbrook West,36,Newtonbrook West (36)
7470,7470,2054342,NA,2014,May,Monday,23,Person in Crisis,D52,No,No,78,Kensington-Chinatown,78,Kensington-Chinatown (78)
7471,7471,2048116,NA,2014,May,Monday,3,Person in Crisis,D11,No,No,114,Lambton Baby Point,114,Lambton Baby Point (114)
7472,7472,2050382,NA,2014,May,Monday,12,Person in Crisis,D12,No,No,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110)
7473,7473,2048306,NA,2014,May,Monday,4,Person in Crisis,D42,No,No,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118)
7474,7474,2050128,NA,2014,May,Monday,11,Person in Crisis,D32,No,No,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31)
7475,7475,2052254,NA,2014,May,Monday,16,Person in Crisis,D12,No,No,113,Weston,113,Weston (113)
7476,7476,2051654,NA,2014,May,Monday,15,Suicide-related,D53,Yes,Yes,55,Thorncliffe Park,55,Thorncliffe Park (55)
7477,7477,2051423,NA,2014,May,Monday,14,Suicide-related,D43,Yes,Yes,139,Scarborough Village,139,Scarborough Village (139)
7478,7478,2052631,NA,2014,May,Monday,17,Person in Crisis,D52,Yes,Yes,78,Kensington-Chinatown,78,Kensington-Chinatown (78)
7479,7479,2052295,NA,2014,May,Monday,16,Suicide-related,D41,Yes,Yes,123,Cliffcrest,123,Cliffcrest (123)
7480,7480,2050463,NA,2014,May,Monday,12,Person in Crisis,D53,No,No,100,Yonge-Eglinton,100,Yonge-Eglinton (100)
7481,7481,2048859,NA,2014,May,Monday,8,Person in Crisis,D51,Yes,No,73,Moss Park,73,Moss Park (73)
7482,7482,2051869,NA,2014,May,Monday,15,Person in Crisis,D32,No,No,37,Willowdale West,37,Willowdale West (37)
7483,7483,2050283,NA,2014,May,Monday,11,Person in Crisis,D14,Yes,Yes,NSA,NSA,NSA,NSA
7484,7484,2052559,NA,2014,May,Monday,17,Person in Crisis,D14,No,No,85,South Parkdale,85,South Parkdale (85)
7485,7485,2049213,NA,2014,May,Monday,9,Person in Crisis,D11,No,No,87,High Park-Swansea,87,High Park-Swansea (87)
7486,7486,2053916,NA,2014,May,Monday,21,Overdose,D43,Yes,No,142,Woburn North,137,Woburn (137)
7487,7487,2049107,NA,2014,May,Monday,8,Person in Crisis,D51,Yes,Yes,168,Downtown Yonge East,75,Church-Yonge Corridor (75)
7488,7488,2049168,NA,2014,May,Monday,8,Person in Crisis,D43,No,No,136,West Hill,136,West Hill (136)
7489,7489,2050512,NA,2014,May,Monday,12,Person in Crisis,D41,No,No,121,Oakridge,121,Oakridge (121)
7490,7490,2051053,NA,2014,May,Monday,13,Person in Crisis,D52,No,No,78,Kensington-Chinatown,78,Kensington-Chinatown (78)
7491,7491,2048954,NA,2014,May,Monday,8,Suicide-related,D33,Yes,Yes,52,Bayview Village,52,Bayview Village (52)
7492,7492,2049227,NA,2014,May,Monday,9,Person in Crisis,D23,No,No,9,Edenbridge-Humber Valley,9,Edenbridge-Humber Valley (9)
7493,7493,2048082,NA,2014,May,Monday,2,Overdose,D41,No,No,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122)
7494,7494,2048809,NA,2014,May,Monday,7,Suicide-related,D32,Yes,No,39,Bedford Park-Nortown,39,Bedford Park-Nortown (39)
7495,7495,2053221,NA,2014,May,Monday,19,Suicide-related,D51,No,No,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71)
7496,7496,2054398,NA,2014,May,Monday,23,Suicide-related,D32,No,No,40,St.Andrew-Windfields,40,St.Andrew-Windfields (40)
7497,7497,2052118,NA,2014,May,Monday,16,Person in Crisis,D14,No,No,85,South Parkdale,85,South Parkdale (85)
7498,7498,2050293,NA,2014,May,Monday,11,Person in Crisis,D22,Yes,Yes,158,Islington,14,Islington-City Centre West (14)
7499,7499,2054397,NA,2014,May,Monday,23,Suicide-related,D14,No,No,85,South Parkdale,85,South Parkdale (85)
7500,7500,2050337,NA,2014,May,Monday,11,Person in Crisis,D41,No,No,126,Dorset Park,126,Dorset Park (126)
7501,7501,2052953,NA,2014,May,Monday,18,Suicide-related,D12,Yes,Yes,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110)
7502,7502,2054476,NA,2014,May,Monday,23,Suicide-related,D51,Yes,No,167,Church-Wellesley,75,Church-Yonge Corridor (75)
7503,7503,2049416,NA,2014,May,Monday,9,Person in Crisis,D55,No,No,62,East End-Danforth,62,East End-Danforth (62)
7504,7504,2047870,NA,2014,May,Monday,1,Person in Crisis,D14,No,No,80,Palmerston-Little Italy,80,Palmerston-Little Italy (80)
7505,7505,2053614,NA,2014,May,Monday,20,Suicide-related,D52,Yes,Yes,78,Kensington-Chinatown,78,Kensington-Chinatown (78)
7506,7506,2050812,NA,2014,May,Monday,13,Suicide-related,D51,No,No,170,Yonge-Bay Corridor,76,Bay Street Corridor (76)
7507,7507,2050408,NA,2014,May,Monday,12,Person in Crisis,D14,No,No,78,Kensington-Chinatown,78,Kensington-Chinatown (78)
7508,7508,2059214,NA,2014,May,Tuesday,17,Person in Crisis,D14,No,No,163,Fort York-Liberty Village,82,Niagara (82)
7509,7509,2059547,NA,2014,May,Tuesday,18,Person in Crisis,D14,Yes,No,162,West Queen West,82,Niagara (82)
7510,7510,2055937,NA,2014,May,Tuesday,8,Suicide-related,D53,No,No,174,South Eglinton-Davisville,104,Mount Pleasant West (104)
7511,7511,2056354,NA,2014,May,Tuesday,9,Person in Crisis,D32,Yes,No,35,Westminster-Branson,35,Westminster-Branson (35)
7512,7512,2060102,NA,2014,May,Tuesday,20,Person in Crisis,D23,No,No,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2)
7513,7513,2056666,NA,2014,May,Tuesday,10,Person in Crisis,D32,No,No,33,Clanton Park,33,Clanton Park (33)
7514,7514,2057960,NA,2014,May,Tuesday,14,Person in Crisis,D51,Yes,Yes,168,Downtown Yonge East,75,Church-Yonge Corridor (75)
7515,7515,2060774,NA,2014,May,Tuesday,23,Person in Crisis,D43,No,No,138,Eglinton East,138,Eglinton East (138)
7516,7516,2057398,NA,2014,May,Tuesday,12,Person in Crisis,D42,No,No,129,Agincourt North,129,Agincourt North (129)
7517,7517,2055457,NA,2014,May,Tuesday,7,Person in Crisis,D52,No,No,170,Yonge-Bay Corridor,76,Bay Street Corridor (76)
7518,7518,2056986,NA,2014,May,Tuesday,11,Suicide-related,D43,Yes,No,138,Eglinton East,138,Eglinton East (138)
7519,7519,2056587,NA,2014,May,Tuesday,10,Overdose,D53,Yes,Yes,174,South Eglinton-Davisville,104,Mount Pleasant West (104)
7520,7520,2058214,NA,2014,May,Tuesday,15,Person in Crisis,D14,No,No,163,Fort York-Liberty Village,82,Niagara (82)
7521,7521,2057282,NA,2014,May,Tuesday,12,Person in Crisis,D12,Yes,Yes,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112)
7522,7522,2057473,NA,2014,May,Tuesday,13,Suicide-related,D12,No,No,29,Maple Leaf,29,Maple Leaf (29)
7523,7523,2057199,NA,2014,May,Tuesday,12,Person in Crisis,D53,No,No,100,Yonge-Eglinton,100,Yonge-Eglinton (100)
7524,7524,2058309,NA,2014,May,Tuesday,15,Person in Crisis,D43,No,No,136,West Hill,136,West Hill (136)
7525,7525,2055311,NA,2014,May,Tuesday,6,Person in Crisis,D11,No,No,85,South Parkdale,85,South Parkdale (85)
7526,7526,2057973,NA,2014,May,Tuesday,14,Person in Crisis,D31,Yes,Yes,27,York University Heights,27,York University Heights (27)
7527,7527,2060446,NA,2014,May,Tuesday,21,Person in Crisis,D43,No,No,135,Morningside,135,Morningside (135)
7528,7528,2055955,NA,2014,May,Tuesday,8,Person in Crisis,D51,No,No,168,Downtown Yonge East,75,Church-Yonge Corridor (75)
7529,7529,2059907,NA,2014,May,Tuesday,19,Suicide-related,D54,Yes,Yes,67,Playter Estates-Danforth,67,Playter Estates-Danforth (67)
7530,7530,2059830,NA,2014,May,Tuesday,19,Suicide-related,D43,Yes,No,140,Guildwood,140,Guildwood (140)
7531,7531,2060797,NA,2014,May,Tuesday,23,Person in Crisis,D51,No,No,169,Bay-Cloverhill,76,Bay Street Corridor (76)
7532,7532,2056340,NA,2014,May,Tuesday,9,Person in Crisis,D23,No,No,5,Elms-Old Rexdale,5,Elms-Old Rexdale (5)
7533,7533,2057064,NA,2014,May,Tuesday,11,Suicide-related,D41,Yes,No,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120)
7534,7534,2055206,NA,2014,May,Tuesday,5,Person in Crisis,D11,No,No,85,South Parkdale,85,South Parkdale (85)
7535,7535,2056040,NA,2014,May,Tuesday,9,Person in Crisis,D51,Yes,Yes,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71)
7536,7536,2057569,NA,2014,May,Tuesday,13,Person in Crisis,D22,Yes,Yes,159,Etobicoke City Centre,14,Islington-City Centre West (14)
7537,7537,2058071,NA,2014,May,Tuesday,14,Person in Crisis,D13,No,No,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31)
7538,7538,2057638,NA,2014,May,Tuesday,13,Suicide-related,D22,Yes,Yes,20,Alderwood,20,Alderwood (20)
7539,7539,2055127,NA,2014,May,Tuesday,5,Person in Crisis,D54,Yes,Yes,59,Danforth East York,59,Danforth East York (59)
7540,7540,2057471,NA,2014,May,Tuesday,13,Person in Crisis,D14,No,No,164,Wellington Place,77,Waterfront Communities-The Island (77)
7541,7541,2058965,NA,2014,May,Tuesday,16,Suicide-related,D22,Yes,Yes,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17)
7542,7542,2060506,NA,2014,May,Tuesday,21,Person in Crisis,D12,No,No,90,Junction Area,90,Junction Area (90)
7543,7543,2055605,NA,2014,May,Tuesday,7,Person in Crisis,D11,No,No,87,High Park-Swansea,87,High Park-Swansea (87)
7544,7544,2057265,NA,2014,May,Tuesday,12,Person in Crisis,D55,Yes,Yes,62,East End-Danforth,62,East End-Danforth (62)
7545,7545,2058380,NA,2014,May,Tuesday,15,Suicide-related,D51,Yes,Yes,73,Moss Park,73,Moss Park (73)
7546,7546,2057679,NA,2014,May,Tuesday,13,Person in Crisis,D55,Yes,No,63,The Beaches,63,The Beaches (63)
7547,7547,2056770,NA,2014,May,Tuesday,11,Suicide-related,D41,Yes,No,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122)
7548,7548,2056387,NA,2014,May,Tuesday,10,Person in Crisis,D32,No,No,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31)
7549,7549,2054530,NA,2014,May,Tuesday,0,Person in Crisis,D14,No,No,85,South Parkdale,85,South Parkdale (85)
7550,7550,2060720,NA,2014,May,Tuesday,22,Overdose,D32,Yes,Yes,151,Yonge-Doris,51,Willowdale East (51)
7551,7551,2056483,NA,2014,May,Tuesday,10,Person in Crisis,D51,No,No,167,Church-Wellesley,75,Church-Yonge Corridor (75)
7552,7552,2055650,NA,2014,May,Tuesday,7,Person in Crisis,D55,No,No,62,East End-Danforth,62,East End-Danforth (62)
7553,7553,2056014,NA,2014,May,Tuesday,8,Overdose,D14,Yes,Yes,78,Kensington-Chinatown,78,Kensington-Chinatown (78)
7554,7554,2058873,NA,2014,May,Tuesday,16,Person in Crisis,D12,No,No,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111)
7555,7555,2055296,NA,2014,May,Tuesday,6,Person in Crisis,D42,Yes,No,145,Malvern West,132,Malvern (132)
7556,7556,2060703,NA,2014,May,Tuesday,22,Person in Crisis,D54,No,No,54,O'Connor-Parkview,54,O'Connor-Parkview (54)
7557,7557,2060107,NA,2014,May,Tuesday,20,Suicide-related,D11,Yes,Yes,88,High Park North,88,High Park North (88)
7558,7558,2057395,NA,2014,May,Tuesday,12,Person in Crisis,D43,No,No,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137)
7559,7559,2060951,NA,2014,May,Tuesday,23,Person in Crisis,D54,No,No,54,O'Connor-Parkview,54,O'Connor-Parkview (54)
7560,7560,2059836,NA,2014,May,Tuesday,19,Person in Crisis,D33,No,No,42,Banbury-Don Mills,42,Banbury-Don Mills (42)
7561,7561,2054753,NA,2014,May,Tuesday,1,Person in Crisis,D13,Yes,Yes,95,Annex,95,Annex (95)
7562,7562,2059642,NA,2014,May,Tuesday,18,Person in Crisis,D22,Yes,No,9,Edenbridge-Humber Valley,9,Edenbridge-Humber Valley (9)
7563,7563,2057047,NA,2014,May,Tuesday,11,Person in Crisis,D52,Yes,No,164,Wellington Place,77,Waterfront Communities-The Island (77)
7564,7564,2060944,NA,2014,May,Tuesday,23,Suicide-related,D51,No,No,73,Moss Park,73,Moss Park (73)
7565,7565,2057164,NA,2014,May,Tuesday,12,Person in Crisis,D41,No,No,126,Dorset Park,126,Dorset Park (126)
7566,7566,2060371,NA,2014,May,Tuesday,21,Suicide-related,D53,Yes,No,95,Annex,95,Annex (95)
7567,7567,2058608,NA,2014,May,Tuesday,15,Suicide-related,D14,Yes,Yes,81,Trinity-Bellwoods,81,Trinity-Bellwoods (81)
